3,4,293523720,3,-0.70616025,0.008552114,0.059864793
3,9,293523720,3,0.62034607,0.79465467,9.754697
3,10,293523720,3,-0.6873837,-1.4075702,0.023223056
3,4,293523725,3,-0.70616025,-9.162979E-4,0.05100725
3,9,293523725,3,0.6200374,0.7893809,9.755143
3,10,293523725,3,-0.687075,-1.4022965,0.02277648
3,9,293523730,3,0.61265606,0.7393684,9.759528
3,4,293523730,3,-0.7189884,0.0076358155,0.04734206
3,10,293523730,3,-0.67969376,-1.3522841,0.018391397
3,2,293523758,3,-4.5,6.06,-44.76
3,4,293523735,3,-0.7174612,0.042455133,0.057726767
3,9,293523735,3,0.60467905,0.6916968,9.763519
3,10,293523735,3,-0.6621399,-1.2950357,0.05270751
3,4,293523740,3,-0.70952,0.009468411,0.055588737
3,9,293523740,3,0.5997483,0.6453857,9.766994
3,4,293523780,3,-0.71685034,-0.01740966,0.08827003
3,9,293523780,3,0.59797007,0.3039896,9.783681
3,10,293523780,3,-0.6554309,-0.9073284,0.032545596
3,11,293523780,3,0.01468602,-0.030910088,-0.026754947
3,4,293523785,3,-0.7165449,-0.033292156,0.10293079
3,9,293523785,3,0.59895605,0.2673062,9.784692
3,10,293523785,3,-0.65641695,-0.8706451,0.031534955
3,11,293523785,3,0.01279578,-0.03091685,-0.027331105
3,4,293523790,3,-0.72112644,-0.04184427,0.11636983
3,9,293523790,3,0.600019,0.23167327,9.785535
3,10,293523790,3,-0.6574798,-0.83501214,0.030692076
3,11,293523790,3,0.010959864,-0.030926736,-0.027883645
3,4,293523795,3,-0.71959925,-0.059864793,0.14844026
3,9,293523795,3,0.60226727,0.1974439,9.786147
3,10,293523795,3,-0.6597281,-0.80078274,0.030079497
3,11,293523795,3,0.009196473,-0.030996513,-0.028353887
3,4,293523800,3,-0.7247916,-0.082161374,0.17134771
3,9,293523800,3,0.60503966,0.16380684,9.786597
3,10,293523800,3,-0.6625005,-0.7671457,0.02963
3,11,293523800,3,0.007462823,-0.031092295,-0.028814789
3,4,293523805,3,-0.7098254,-0.099265605,0.17684549
3,9,293523805,3,0.6083295,0.13230729,9.78687
3,10,293523805,3,-0.6657903,-0.73564607,0.029357027
3,11,293523805,3,0.005838564,-0.031215971,-0.029237352
3,4,293523810,3,-0.659429,-0.1133155,0.17073683
3,9,293523810,3,0.61241865,0.103347644,9.786964
3,10,293523810,3,-0.6698795,-0.70668644,0.029262919
3,11,293523810,3,0.004343514,-0.031382892,-0.029628802
3,4,293523815,3,-0.5882632,-0.11453723,0.15210545
3,9,293523815,3,0.61654127,0.07719178,9.786946
3,10,293523815,3,-0.6740021,-0.68053067,0.029280456
3,11,293523815,3,0.0029908335,-0.031554777,-0.03003363
3,9,293523820,3,0.6211954,0.05496248,9.786801
3,10,293523820,3,-0.6786562,-0.6583013,0.029425416
3,4,293523820,3,-0.50518554,-0.11636983,0.15118915
3,11,293523820,3,0.0018385345,-0.03175881,-0.030402683
3,9,293523825,3,0.6257967,0.034999754,9.7866
3,10,293523825,3,-0.6832575,-0.6383386,0.029626492
3,11,293523825,3,7.99264E-4,-0.03196297,-0.030848704
3,4,293523825,3,-0.464563,-0.12003502,0.13622294
3,4,293523830,3,-0.38637227,-0.12095132,0.12095132
3,9,293523830,3,0.0,3171.0,0.0
3,10,293523830,3,0.0,3171.0,0.0
3,11,293523830,3,9.204979E-5,-0.03216489,-0.03128557
3,11,293523835,3,-4.867508E-4,-0.03236738,-0.03175376
3,10,293523835,3,-0.69194204,-0.6139601,0.030129766
3,9,293523835,3,0.6344812,0.010621306,9.786098
3,4,293523835,3,-0.30818152,-0.12095132,0.10567969
3,11,293523840,3,-8.514871E-4,-0.032384705,-0.032398425
3,9,293523840,3,0.635045,0.0038956045,9.786067
3,10,293523840,3,-0.69250584,-0.6072344,0.03016016
3,4,293523840,3,-0.23457226,-0.04734206,0.03145956
3,4,293523845,3,-0.06261369,0.0012217305,-0.016187929
3,9,293523845,3,0.6366498,0.0059840945,9.785961
3,11,293523845,3,-7.6713454E-4,-0.03246961,-0.032997493
3,10,293523845,3,-0.69411063,-0.6093229,0.030265959
3,4,293523850,3,0.019242255,-0.010995574,-0.00580322
3,9,293523850,3,0.6375453,0.0073840334,9.785903
