@relation features

@attribute MEAN_103_0 numeric
@attribute VARIANCE_103_0 numeric
@attribute class {moving,nonmoving,not_in_pocket}

@data
9.414603,0.00087,nonmoving
10.075675,9.254159,moving
9.721761,7.532016,moving
9.902623,5.786849,moving
9.247022,8.296094,moving
9.575835,8.691808,moving
10.400742,9.655595,moving
9.741072,9.433331,moving
10.009203,6.19627,moving
9.804276,6.363781,moving
9.987508,6.303779,moving
10.387105,6.346406,moving
9.820349,17.448026,moving
9.948006,16.528025,moving
10.296638,14.522965,moving
10.012672,16.962055,moving
9.759468,17.645832,moving
9.929404,18.565515,moving
10.170871,9.290063,moving
10.336084,11.215461,moving
9.833922,9.663284,moving
10.058839,9.969814,moving
9.492237,9.525695,moving
10.145418,8.845101,moving
9.64065,9.51833,moving
10.263501,7.964205,moving
9.574615,11.715599,moving
9.984223,11.594916,moving
10.216871,8.38482,moving
10.543726,9.541969,moving
10.133947,13.353151,moving
9.281853,19.516015,moving
9.506767,20.699992,moving
10.101025,10.86073,moving
9.593649,9.564025,moving
10.423492,8.414138,moving
9.591767,9.930649,moving
10.31297,8.375958,moving
9.634175,9.350931,moving
10.440964,7.708283,moving
9.509932,10.366698,moving
10.175442,9.157733,moving
9.456,11.186006,moving
9.407782,0.001699,nonmoving
9.417936,0.001336,nonmoving
9.422252,0.001244,nonmoving
9.420003,0.001204,nonmoving
9.424201,0.001221,nonmoving
9.426468,0.000585,nonmoving
9.426426,0.000556,nonmoving
9.424542,0.000564,nonmoving
9.419976,0.000722,nonmoving
9.419773,0.000936,nonmoving
9.414971,0.000972,nonmoving
9.415544,0.000901,nonmoving
9.416451,0.000719,nonmoving
9.418781,0.00044,nonmoving
9.418636,0.000478,nonmoving
9.417282,0.000382,nonmoving
9.413711,0.00034,nonmoving
9.413975,0.000447,nonmoving
9.417485,0.00084,nonmoving
9.424434,0.001079,nonmoving
9.425055,0.000891,nonmoving
9.42075,0.000632,nonmoving
9.414854,0.00032,nonmoving
9.424259,0.000684,nonmoving
9.962774,0.000841,nonmoving
9.958828,0.000706,nonmoving
9.961919,0.000543,nonmoving
9.965893,0.000428,nonmoving
9.96483,0.000723,nonmoving
9.966366,0.000901,nonmoving
9.965629,0.001076,nonmoving
9.972893,0.001138,nonmoving
9.970017,0.000876,nonmoving
9.967144,0.000756,nonmoving
9.963023,0.00043,nonmoving
9.962298,0.000362,nonmoving
9.963858,0.000511,nonmoving
9.962981,0.001189,nonmoving
9.965594,0.001248,nonmoving
9.973163,0.001593,nonmoving
9.977872,0.001292,nonmoving
9.982026,0.001399,nonmoving
9.980173,0.000974,nonmoving
9.983886,0.000717,nonmoving
9.977822,0.000446,nonmoving
9.971843,0.000551,nonmoving
9.972138,0.000733,nonmoving
9.969921,0.000787,nonmoving
9.973769,0.000717,nonmoving
9.973451,0.001095,nonmoving
9.975936,0.001155,nonmoving
9.96926,0.001231,nonmoving
9.970671,0.001274,nonmoving
9.972006,0.000723,nonmoving
9.975662,0.000615,nonmoving
9.425479,0.00072,nonmoving
9.421172,0.000794,nonmoving
9.42276,0.000861,nonmoving
9.420933,0.000587,nonmoving
9.41826,0.00044,nonmoving
9.418725,0.000337,nonmoving
9.416688,0.000271,nonmoving
9.419818,0.000228,nonmoving
9.416622,0.000229,nonmoving
9.413655,0.00024,nonmoving
9.411368,0.000283,nonmoving
9.414889,0.000306,nonmoving
9.418659,0.000357,nonmoving
9.42269,0.000392,nonmoving
9.420353,0.000502,nonmoving
9.413631,0.000397,nonmoving
9.411477,0.000398,nonmoving
9.412793,0.000328,nonmoving
9.413829,0.000352,nonmoving
9.416227,0.000326,nonmoving
9.416487,0.000435,nonmoving
10.265755,8.732684,moving
9.850633,8.288777,moving
10.449061,11.498033,moving
10.348931,8.634394,moving
10.182758,10.581057,moving
10.258619,10.151336,moving
9.662922,8.992676,moving
10.234184,12.986767,moving
10.527841,8.634919,moving
9.946028,8.501208,moving
10.116549,7.616931,moving
9.939034,6.938703,moving
10.407082,12.089636,moving
10.752895,8.707428,moving
10.065015,8.200361,moving
9.990046,7.968763,moving
10.090311,8.345256,moving
10.350814,11.912588,moving
10.252416,8.813312,moving
9.695183,7.531024,moving
10.299996,11.928091,moving
10.262873,9.142342,moving
10.476513,12.867575,moving
10.450388,9.058757,moving
9.950139,8.428831,moving
10.482302,11.566553,moving
10.391446,8.683266,moving
9.88891,9.40592,moving
10.15938,8.297095,moving
9.998218,8.37053,moving
10.357492,8.491539,moving
10.177122,5.416533,moving
9.791817,4.632319,moving
10.004039,6.510722,moving
10.398405,6.509087,moving
9.79906,5.057283,moving
10.071352,6.174904,moving
10.143004,5.74389,moving
10.585669,9.855709,moving
10.664586,8.535641,moving
9.923431,7.644663,moving
10.16352,9.675085,moving
9.989903,6.744121,moving
10.338944,10.2877,moving
10.14884,7.385584,moving
10.010371,11.076894,moving
10.352234,15.044849,moving
10.408837,11.94544,moving
10.25598,10.08307,moving
10.316578,7.353395,moving
9.804039,6.937792,moving
10.43116,11.332494,moving
10.413498,9.058312,moving
10.405473,11.827054,moving
10.296339,7.85698,moving
9.810225,8.033428,moving
10.1711,11.317505,moving
10.169797,8.555683,moving
10.197962,9.788204,moving
10.418781,8.526032,moving
10.044635,8.791737,moving
10.530762,12.047399,moving
10.65782,9.04356,moving
10.192584,9.98272,moving
10.197842,8.794407,moving
9.871397,8.358707,moving
10.425523,12.49688,moving
10.615495,9.152222,moving
9.974182,9.107969,moving
10.149975,8.96684,moving
9.978154,8.546216,moving
10.354673,12.915783,moving
10.681465,9.004724,moving
9.878978,8.730372,moving
9.959683,8.600804,moving
9.888213,8.608917,moving
10.231848,11.835172,moving
10.572778,7.515243,moving
9.810747,7.024738,moving
9.821458,7.860099,moving
11.183484,29.660265,moving
10.781252,25.720964,moving
10.790905,31.581759,moving
10.558775,28.183171,moving
10.61555,33.396758,moving
11.02801,29.984011,moving
11.113272,34.225345,moving
11.22274,30.976495,moving
10.64177,31.212175,moving
10.594686,29.741293,moving
10.017515,27.819976,moving
10.447754,27.243039,moving
10.198736,27.14723,moving
10.529436,28.662574,moving
10.338101,27.246233,moving
10.690368,30.402827,moving
10.297497,29.275949,moving
10.703247,30.585058,moving
10.373912,28.820552,moving
10.700603,27.502941,moving
10.522334,25.884337,moving
10.72857,26.40455,moving
10.337522,28.228015,moving
10.73043,30.016129,moving
10.367803,30.565272,moving
11.12655,30.964642,moving
10.753251,30.235565,moving
11.415166,28.198856,moving
10.707489,27.323681,moving
11.244285,29.422599,moving
10.88388,27.864897,moving
11.248161,27.17294,moving
10.481869,26.526839,moving
11.283752,27.756303,moving
10.624083,28.410654,moving
11.790151,28.805578,moving
11.113867,29.469841,moving
12.160019,31.425381,moving
11.288227,32.841721,moving
12.172104,32.22988,moving
11.091567,30.032757,moving
11.579741,29.789645,moving
10.748031,29.097951,moving
11.655233,31.375017,moving
11.1196,30.28195,moving
11.928742,37.005421,moving
10.733133,32.261543,moving
11.791211,34.126949,moving
10.939699,26.906178,moving
12.072719,26.383291,moving
11.205165,26.375312,moving
12.129583,28.590503,moving
11.257428,28.600546,moving
13.626328,40.761785,moving
13.843968,39.726358,moving
13.560407,40.968993,moving
13.108158,40.728852,moving
12.795344,41.771237,moving
12.641155,42.23937,moving
13.410327,43.277707,moving
13.094758,45.689293,moving
13.100675,43.969909,moving
13.24593,46.871042,moving
12.928456,40.8305,moving
13.09268,42.29963,moving
13.722624,42.555596,moving
13.957323,44.459918,moving
14.018086,44.979547,moving
13.619854,44.583867,moving
13.304875,42.24467,moving
13.181273,41.003945,moving
13.533291,42.49424,moving
13.9628,42.824686,moving
14.042974,43.97241,moving
14.007012,45.58565,moving
13.539715,42.088046,moving
13.353587,45.522091,moving
13.912873,47.261567,moving
13.814304,45.304533,moving
13.681865,44.122449,moving
13.319155,42.947853,moving
12.913779,40.653669,moving
12.80124,39.65445,moving
13.875085,46.050514,moving
14.385761,45.322462,moving
14.33164,46.667324,moving
14.190583,46.32946,moving
13.758347,45.412545,moving
13.845893,46.005444,moving
14.055874,46.108604,moving
14.639207,45.235249,moving
14.259885,46.802854,moving
14.163229,45.967111,moving
13.698278,46.67015,moving
13.252647,41.829319,moving
13.4874,45.465728,moving
14.010194,45.251086,moving
14.524004,44.754982,moving
14.265394,43.47208,moving
14.07306,43.068673,moving
13.257534,42.538289,moving
13.001496,38.691151,moving
13.351628,41.673141,moving
13.95206,41.927643,moving
14.157814,43.817958,moving
13.837272,45.173244,moving
13.603191,39.569993,moving
13.382712,38.793094,moving
13.740779,41.63996,moving
13.803485,41.204484,moving
13.658417,42.475941,moving
13.664121,43.399479,moving
13.184329,44.794543,moving
12.654871,41.831888,moving
12.7906,44.247537,moving
13.114431,48.150474,moving
13.24622,46.926933,moving
13.325562,48.998636,moving
13.245813,48.522258,moving
12.8891,50.713957,moving
12.387373,44.587275,moving
12.772187,47.255186,moving
13.974476,45.56329,moving
14.430039,41.891695,moving
14.808633,44.273273,moving
14.564452,41.359029,moving
13.887254,44.177049,moving
13.722258,40.695786,moving
14.25908,47.447186,moving
14.774641,47.857989,moving
14.565045,49.480619,moving
14.497201,50.627149,moving
13.865923,43.955027,moving
13.860764,43.47667,moving
14.03253,42.165327,moving
13.867803,40.541932,moving
13.676357,41.139951,moving
13.085207,39.56643,moving
13.395333,40.307173,moving
17.176577,39.807474,moving
17.583404,38.038317,moving
17.126557,36.947019,moving
17.622283,32.113882,moving
16.310202,34.785385,moving
15.990904,38.538936,moving
16.654273,45.48717,moving
16.252039,42.07857,moving
16.035016,48.468824,moving
16.263588,44.912303,moving
15.168812,41.131684,moving
15.805394,43.01223,moving
15.733187,39.618061,moving
15.528497,40.254008,moving
15.945437,41.828878,moving
14.904051,45.74346,moving
15.693899,44.29647,moving
15.385204,43.502089,moving
15.836655,49.204822,moving
16.315267,44.725258,moving
15.358627,41.075459,moving
15.414367,42.028105,moving
15.340796,36.835384,moving
15.296994,37.838513,moving
16.09019,36.60958,moving
15.074966,37.222973,moving
16.07832,42.325362,moving
15.739256,42.102564,moving
15.19129,45.450016,moving
16.142922,44.879926,moving
15.376448,38.195993,moving
15.980179,41.436655,moving
15.978798,38.226747,moving
15.933513,35.311657,moving
16.872132,34.397427,moving
15.522708,32.625041,moving
9.4296,0.001903,nonmoving
9.431334,0.001588,nonmoving
9.429599,0.00154,nonmoving
9.422127,0.008489,nonmoving
10.344086,14.737654,moving
10.04455,15.407889,moving
10.362282,21.517194,moving
10.423469,17.985425,moving
10.419542,21.313669,moving
10.881275,15.604684,moving
10.394337,17.242882,moving
10.749735,13.231983,moving
10.424732,12.124177,moving
11.175171,14.544344,moving
10.722736,11.809427,moving
10.6469,18.068974,moving
10.962836,16.165837,moving
10.63145,17.33783,moving
10.749343,13.171712,moving
10.020246,11.525271,moving
11.013821,16.041538,moving
10.579209,12.586123,moving
10.709594,14.491749,moving
11.069792,10.638951,moving
10.219818,11.065354,moving
10.692187,12.798023,moving
10.330357,12.04831,moving
10.690456,14.655023,moving
10.665877,10.962839,moving
10.553354,12.440968,moving
10.709384,10.572885,moving
9.784602,9.603955,moving
10.65431,11.112589,moving
10.115965,9.039096,moving
10.394599,12.062352,moving
10.704098,10.684291,moving
10.526683,12.645897,moving
10.720794,10.663746,moving
9.809258,9.721481,moving
10.816858,13.663522,moving
10.306888,10.650254,moving
10.486612,13.686889,moving
10.849574,11.398946,moving
10.327636,11.637496,moving
10.412761,10.361228,moving
10.02288,9.314008,moving
10.421842,13.984138,moving
10.437045,12.612816,moving
10.468655,16.802679,moving
10.774166,13.486228,moving
10.059512,14.862805,moving
10.12654,13.323814,moving
9.765402,16.650435,moving
10.28845,22.444724,moving
10.482888,20.574942,moving
10.347652,18.200926,moving
10.678706,15.202781,moving
10.230682,16.039765,moving
10.374409,14.682712,moving
10.041809,13.648956,moving
10.668432,16.659929,moving
10.603185,13.331658,moving
10.795429,13.203629,moving
10.966601,11.11719,moving
9.992098,10.115394,moving
10.273497,12.748236,moving
10.369919,11.959299,moving
10.290194,13.234263,moving
10.57535,10.825423,moving
10.428316,12.33326,moving
10.534195,12.055145,moving
9.857205,11.103191,moving
10.947516,15.995265,moving
10.67413,13.960198,moving
10.515444,17.600437,moving
10.773378,13.914268,moving
10.458066,14.517981,moving
10.643371,13.331802,moving
9.868884,12.656181,moving
10.78284,15.727421,moving
10.684095,12.96178,moving
10.651152,15.243728,moving
11.096908,13.847644,moving
10.507977,17.491334,moving
10.450376,16.887276,moving
9.881548,15.064337,moving
10.849491,17.67517,moving
10.318487,13.314776,moving
10.181864,16.64048,moving
10.990145,18.003481,moving
10.432084,19.39009,moving
10.920578,18.165735,moving
