@relation features

@attribute MEAN_105_0 numeric
@attribute MEAN_105_1 numeric
@attribute VARIANCE_105_0 numeric
@attribute VARIANCE_105_1 numeric
@attribute MEAN_106_0 numeric
@attribute MEAN_106_1 numeric
@attribute VARIANCE_106_0 numeric
@attribute VARIANCE_106_1 numeric
@attribute VARIANCE_6_0 numeric
@attribute class {slow_walking,fast_walking,slow_running,fast_running,upstairs,downstairs}

@data
13.544403,1.62383,27.791945,29.749848,4.965135,-0.00593,3.371009,15.0657,0.103739,fast_running
14.488936,1.589714,31.864004,34.340674,5.041145,-0.759462,3.531765,17.840639,0.119412,fast_running
13.641497,1.537744,27.287007,35.343659,4.845964,-0.153907,3.953486,14.509896,0.091589,fast_running
13.88014,2.234236,24.20245,33.102953,5.163959,0.156072,3.389461,14.884899,0.087883,fast_running
14.743118,2.666176,26.622384,37.641585,5.22202,-0.479704,3.447573,16.539866,0.067084,fast_running
13.758292,0.93251,26.669937,32.984782,4.831025,-0.256142,3.424269,15.200893,0.061259,fast_running
14.14405,1.42967,23.651871,33.679854,5.110651,0.598647,3.038595,13.599746,0.071229,fast_running
14.382034,1.95914,22.712515,36.60678,5.276214,-0.139312,3.415798,12.735701,0.075604,fast_running
9.766225,-0.041818,5.428681,4.950909,1.41963,-0.018086,0.416706,0.569526,0.013826,slow_walking
9.719415,-0.141096,8.141713,5.341465,1.657962,-0.310168,0.559221,0.58775,0.016883,slow_walking
9.812591,-0.424064,10.095713,6.991284,1.540864,-0.018601,0.48512,0.420347,0.014032,slow_walking
9.922008,-0.429339,10.248297,5.264482,1.593737,-0.129056,0.507481,0.451731,0.014387,slow_walking
9.151713,-1.220673,12.649706,8.615344,1.660713,-0.167885,0.412887,0.450136,0.019076,slow_walking
9.395806,-0.220195,9.076983,7.005411,1.609541,0.018836,0.349422,0.491771,0.015063,slow_walking
9.959162,-0.265733,10.064174,6.889526,1.748519,-0.314141,0.558269,0.477791,0.015033,slow_walking
9.499126,-0.934362,9.201515,11.365862,1.521049,-0.065352,0.443763,0.350685,0.021027,slow_walking
9.452748,-0.278648,7.262089,6.704905,1.43082,-0.023241,0.452304,0.351663,0.016117,slow_walking
8.722076,-0.450253,10.030744,7.408878,1.681746,-0.240981,0.502045,0.460874,0.018991,slow_walking
9.542656,-0.055176,9.987684,7.362729,1.63045,-0.000479,0.40719,0.425837,0.015882,slow_walking
10.257833,-0.274508,10.41576,6.416312,1.744253,-0.245311,0.606073,0.53535,0.014496,slow_walking
9.683604,-1.187604,12.495372,10.37682,1.590803,-0.088431,0.501825,0.39204,0.020337,slow_walking
9.747661,-0.450606,8.50857,6.033834,1.504223,0.013487,0.52857,0.448935,0.014818,slow_walking
9.392965,-0.607402,11.872361,6.643757,1.752861,-0.261619,0.608851,0.520092,0.018275,slow_walking
9.67555,-0.394207,9.547504,6.164998,1.571568,-0.003861,0.46043,0.459641,0.014519,slow_walking
10.337239,-0.409421,9.521076,5.626967,1.714489,-0.2293,0.560291,0.47072,0.012694,slow_walking
9.490572,-1.213571,11.13546,9.002837,1.578359,-0.119972,0.370603,0.391627,0.017361,slow_walking
9.42423,-0.210597,7.992117,6.106466,1.554986,0.007349,0.355411,0.414538,0.015891,slow_walking
9.336876,-0.297775,11.802941,6.39755,1.767292,-0.275856,0.530615,0.463111,0.019954,slow_walking
9.503328,-0.408457,8.718204,8.054219,1.589892,-0.01288,0.450507,0.380453,0.015768,slow_walking
10.131087,-0.485657,9.768846,6.303767,1.642089,-0.144785,0.564674,0.498322,0.012535,slow_walking
9.504505,-1.371046,10.490731,8.728929,1.474188,-0.125396,0.340036,0.405951,0.013321,slow_walking
9.57144,-0.442286,7.574327,4.780745,1.465754,0.054604,0.304855,0.467542,0.013484,slow_walking
9.792444,-0.446315,10.653584,4.687908,1.6627,-0.279465,0.432057,0.472168,0.01997,slow_walking
9.812444,-0.722729,10.297264,9.304533,1.540559,-0.005436,0.331543,0.384539,0.019806,slow_walking
10.104885,-0.501391,9.674371,7.537668,1.633455,-0.113942,0.47662,0.401534,0.016566,slow_walking
8.963774,-1.245216,13.069792,11.5154,1.758277,-0.164972,0.502792,0.375642,0.013679,slow_walking
9.362109,-0.233909,9.469026,6.947807,1.758014,0.058239,0.452332,0.460821,0.013062,slow_walking
9.471738,-0.22885,15.233115,6.884846,2.061404,-0.350823,0.671999,0.671908,0.020346,slow_walking
9.482804,-0.656475,13.219809,12.867294,1.82692,-0.051835,0.575991,0.631031,0.026705,slow_walking
10.126882,-0.337007,13.350643,7.81698,1.883373,-0.181413,0.774206,0.733413,0.023523,slow_walking
8.927921,-1.138804,16.298132,12.924441,1.8753,-0.200712,0.711052,0.591255,0.030174,slow_walking
9.60643,-0.323181,11.962484,7.849284,1.791452,0.047608,0.516722,0.682954,0.023409,slow_walking
9.693679,-0.37995,15.844777,7.443735,2.038417,-0.353234,0.602628,0.781225,0.027876,slow_walking
9.73881,-0.831645,11.495142,11.510714,1.84701,-0.02938,0.456997,0.636892,0.026071,slow_walking
10.328336,-0.552316,11.666802,7.749727,1.909555,-0.163046,0.597038,0.724435,0.020731,slow_walking
9.076882,-1.264304,16.138042,11.865985,2.052771,-0.246946,0.647683,0.701519,0.021992,slow_walking
9.536504,-0.162609,11.769265,7.397966,1.948104,0.033816,0.596772,0.765504,0.013018,slow_walking
9.394039,-0.236889,15.28643,6.802013,2.145745,-0.398374,0.59961,0.711872,0.019981,slow_walking
9.651404,-0.600406,11.63438,10.935298,1.819176,-0.035343,0.412687,0.490148,0.019922,slow_walking
10.171582,-0.399088,10.869331,7.255932,1.810585,-0.151384,0.607226,0.5293,0.021572,slow_walking
9.107673,-1.323245,14.893494,11.620577,1.84957,-0.132777,0.480873,0.388847,0.024281,slow_walking
9.58341,-0.380057,11.286483,7.243737,1.817956,0.070906,0.466812,0.459159,0.016158,slow_walking
9.386348,-0.477784,17.187937,7.224209,2.052572,-0.329614,0.508668,0.647507,0.02216,slow_walking
9.572863,-0.667883,14.380464,11.366536,1.857249,-0.035311,0.360867,0.579255,0.017637,slow_walking
10.294617,-0.277929,13.242493,8.048307,1.828275,-0.197644,0.539274,0.59687,0.014278,slow_walking
9.146765,-1.151841,15.613706,12.785884,1.812113,-0.084445,0.425245,0.314461,0.013867,slow_walking
9.422905,-0.211495,10.689151,7.396201,1.781336,0.070733,0.434863,0.392127,0.007602,slow_walking
9.161469,-0.463592,16.675373,7.650001,2.032552,-0.247405,0.54829,0.514178,0.011982,slow_walking
9.332371,-0.954327,13.160401,12.613692,1.901566,-0.024359,0.457417,0.493337,0.016982,slow_walking
10.167233,-0.708956,15.178495,10.155574,1.988401,-0.302697,0.565537,0.68453,0.017533,slow_walking
9.04842,-1.530918,17.860191,13.954742,1.961567,-0.14618,0.527459,0.532959,0.021808,slow_walking
9.722207,-0.298152,13.476795,6.978091,1.929215,-0.076247,0.49925,0.661861,0.015623,slow_walking
9.245056,-0.837326,18.860459,11.398477,1.994057,-0.268292,0.480303,0.570868,0.016038,slow_walking
9.450743,-0.060287,12.475274,7.707567,1.838209,0.020068,0.246586,0.428935,0.014951,slow_walking
9.961768,-0.121438,14.984628,7.587826,1.961785,-0.286048,0.427251,0.40741,0.013547,slow_walking
9.307311,-0.995132,13.537546,14.723617,1.837107,-0.047137,0.345759,0.258945,0.020246,slow_walking
9.70516,-0.484385,12.277088,8.933806,1.824606,-0.073001,0.506286,0.378616,0.020803,slow_walking
8.875403,-1.363372,15.757932,15.637478,1.877846,-0.186707,0.619735,0.442007,0.024345,slow_walking
9.331138,-0.36266,12.799884,9.919928,1.89349,0.049858,0.563162,0.548066,0.023784,slow_walking
9.696259,-0.474954,17.390807,9.707445,2.040399,-0.3608,0.676608,0.664717,0.027258,slow_walking
9.498617,-0.848019,14.187428,14.48168,1.906944,-0.011431,0.420322,0.56026,0.026479,slow_walking
9.953581,-0.187928,24.471912,19.922069,2.63576,0.054084,0.87371,1.253511,0.05104,fast_walking
10.663153,-0.950036,29.145434,29.18892,2.653028,-0.437823,0.864136,1.159897,0.060702,fast_walking
10.532222,-0.565619,21.729359,21.392985,2.6545,0.129293,0.890164,1.133843,0.046088,fast_walking
10.868945,-0.64798,28.784062,27.263691,2.778661,-0.470094,0.951951,1.340543,0.059802,fast_walking
10.273208,-0.778054,21.184061,23.688372,2.858965,0.033914,1.125698,1.477988,0.057217,fast_walking
10.602941,-0.690273,26.710159,27.080382,2.932236,-0.562246,1.036524,1.575081,0.062889,fast_walking
10.050769,-0.791877,19.526388,25.889926,2.97132,0.044642,1.081167,1.605099,0.044554,fast_walking
10.834406,-0.486969,25.580987,25.670667,2.976426,-0.54014,1.061165,1.672256,0.052229,fast_walking
10.309322,-0.557511,20.02985,25.229032,2.970745,0.058657,1.180443,1.683088,0.040547,fast_walking
10.731553,-0.463623,25.142132,24.360629,2.843033,-0.47903,1.064999,1.54316,0.046761,fast_walking
10.048747,-0.523519,19.029695,23.103186,2.675455,0.140817,0.893164,1.443078,0.04429,fast_walking
10.66815,-0.453862,26.530515,23.887547,2.704424,-0.424482,0.844538,1.476898,0.062612,fast_walking
10.406468,-0.540742,22.527233,22.749823,2.689064,0.120392,0.802707,1.462877,0.059031,fast_walking
11.005822,-0.639707,27.161866,26.320386,2.756826,-0.469854,0.846752,1.357653,0.05641,fast_walking
10.311258,-0.917988,21.668832,25.277506,2.662009,0.145113,0.831871,1.283305,0.052765,fast_walking
10.522807,-0.371285,27.831782,23.857742,2.626356,-0.412975,0.949461,1.364911,0.062244,fast_walking
9.77824,-0.515925,22.294256,23.722859,2.542543,0.128956,0.916272,1.340365,0.06084,fast_walking
10.359097,-0.052805,28.094826,23.386004,2.57752,-0.450974,0.84014,1.406495,0.06658,fast_walking
9.812991,-0.394901,21.208587,23.919546,2.651865,0.111363,0.975513,1.450193,0.06937,fast_walking
11.246743,-0.921746,24.916721,29.285114,2.6863,-0.457328,0.906325,1.503523,0.061021,fast_walking
10.856819,-1.014434,18.971692,28.859702,2.729543,0.098999,0.902368,1.75474,0.059928,fast_walking
11.183636,-0.983115,24.392197,29.285819,2.673848,-0.396196,0.748375,1.673554,0.052295,fast_walking
10.471031,-0.579296,20.623086,27.291171,2.661703,0.079758,0.826036,1.533221,0.047258,fast_walking
10.523271,-0.512229,26.115538,24.034272,2.713635,-0.507238,0.78829,1.200664,0.036753,fast_walking
10.369638,-0.339422,19.516239,17.74005,2.636592,0.095113,0.828874,1.257042,0.02131,fast_walking
10.53055,-0.530858,24.980996,22.281829,2.732665,-0.479281,0.85359,1.342344,0.034518,fast_walking
10.140795,-0.339644,18.804452,21.008761,2.74531,0.062126,0.939782,1.479292,0.039648,fast_walking
10.406407,-0.340158,25.620144,25.275767,2.892604,-0.504983,0.902655,1.293691,0.051688,fast_walking
10.126297,-0.114612,19.526976,22.244297,2.853278,0.071154,0.933908,1.306116,0.051911,fast_walking
10.757151,-0.39463,25.825638,24.494198,2.929295,-0.499063,0.81891,1.263346,0.056938,fast_walking
10.520709,-0.284276,19.983016,21.809643,2.752217,0.111179,0.778059,1.42174,0.057309,fast_walking
11.128064,-0.314323,25.57646,25.586186,2.761354,-0.500984,0.83672,1.489914,0.061562,fast_walking
10.818417,-0.337272,20.103819,24.193076,2.698195,0.086119,0.858725,1.580914,0.058504,fast_walking
11.161878,-0.318674,26.114999,25.160476,2.7542,-0.48382,1.009273,1.453102,0.070808,fast_walking
10.347511,-0.674488,21.40662,24.120066,2.688986,0.084494,0.90162,1.341584,0.058366,fast_walking
10.687443,-0.44043,28.045288,26.552606,2.72694,-0.467606,0.929825,1.245872,0.06539,fast_walking
10.297805,-0.982065,21.230691,26.428737,2.636352,0.082249,0.895676,1.26037,0.072508,fast_walking
10.894836,-0.696082,26.237907,27.334542,2.689394,-0.461311,0.90911,1.274926,0.063424,fast_walking
10.015276,-1.231692,19.76539,26.15383,2.59915,0.077373,0.693125,1.20718,0.055972,fast_walking
10.374751,-0.492674,26.818633,22.759158,2.672858,-0.448848,0.635312,1.122523,0.047049,fast_walking
9.487897,-1.039904,20.342813,24.740719,2.711232,0.080959,0.605484,1.149157,0.054912,fast_walking
10.383241,-0.400841,26.759385,22.455511,2.827232,-0.425704,0.728875,1.367069,0.057606,fast_walking
9.769562,-0.780258,20.663311,23.276298,2.760654,0.06151,0.751827,1.409885,0.05566,fast_walking
10.758962,-0.248453,24.701694,20.369578,2.724904,-0.45839,0.838639,1.365392,0.056066,fast_walking
9.947805,-0.713526,17.413293,20.765924,2.712558,0.084682,0.779854,1.257414,0.06314,fast_walking
10.80646,-0.471578,24.194257,22.489727,2.767626,-0.399984,0.854935,1.198543,0.068267,fast_walking
10.042064,-0.752658,19.675494,22.81315,2.703519,0.136258,0.742588,1.228678,0.079207,fast_walking
10.619264,-0.566495,25.819534,24.487448,2.728045,-0.358935,0.731503,1.334526,0.076996,fast_walking
10.369396,-0.864987,19.845997,25.328028,2.653957,0.098079,0.751151,1.40863,0.075185,fast_walking
10.620388,-0.455026,28.665135,23.439847,2.782255,-0.462869,0.847711,1.392841,0.057694,fast_walking
10.335812,-0.646548,23.3824,22.91562,2.724444,0.084028,0.779823,1.451144,0.04468,fast_walking
10.44917,-0.372709,30.257142,21.29338,2.829866,-0.479935,0.767608,1.360545,0.046004,fast_walking
10.130022,-0.494524,21.589957,20.559211,2.785843,0.089503,0.751757,1.337372,0.043724,fast_walking
10.765737,-0.434782,26.92414,24.745676,2.819151,-0.46491,0.855815,1.285445,0.053372,fast_walking
10.246165,-0.43495,20.276881,24.264358,2.782943,0.033107,0.840123,1.330648,0.048524,fast_walking
10.598123,-0.447048,26.967404,25.489271,2.816625,-0.458549,0.839841,1.206023,0.063379,fast_walking
10.253715,-0.604463,21.36691,22.193093,2.765334,0.033814,0.712576,1.251488,0.050847,fast_walking
10.883741,-0.7061,26.688685,21.86425,2.913249,-0.466375,0.705689,1.149277,0.058499,fast_walking
11.131582,-0.960722,22.713373,12.289177,3.240441,0.173033,1.556665,2.463533,0.022667,slow_running
11.608105,-0.797838,25.288635,11.519564,3.203935,-0.215103,1.276359,2.557971,0.017134,slow_running
11.485803,-0.730543,23.67031,13.381142,3.008559,0.082637,0.870073,2.169733,0.020453,slow_running
11.312194,-0.834224,27.435487,11.884979,2.932937,-0.434777,1.127838,2.080706,0.024712,slow_running
12.237667,-1.386581,27.262718,13.178141,2.947282,-0.351825,1.108264,2.584142,0.026406,slow_running
11.975891,-1.131349,30.604435,11.538734,3.184822,-0.520615,0.946246,2.47727,0.023482,slow_running
11.949212,-1.330905,31.853005,10.128971,2.975233,-0.278142,1.015549,2.420272,0.022186,slow_running
11.561238,-1.027587,31.249082,12.337937,3.156529,-0.191276,0.822394,2.502519,0.024317,slow_running
11.302568,-0.896504,30.914875,9.356503,3.092329,-0.071048,1.028422,2.149858,0.015818,slow_running
11.077841,-0.743676,24.262163,12.044535,2.914752,0.206782,1.149959,2.108488,0.01661,slow_running
11.358231,-1.40386,27.4763,9.489363,2.906098,-0.105332,1.125682,2.471668,0.021209,slow_running
10.90136,-1.03382,23.509354,11.754274,2.630918,0.282745,1.005635,2.189284,0.019665,slow_running
10.885173,-1.362594,25.933836,8.084415,2.758271,-0.222784,1.107266,2.077611,0.012918,slow_running
11.596428,-1.35596,27.293327,8.422178,2.654098,0.082927,0.850891,2.368714,0.013298,slow_running
11.65153,-1.230995,29.963991,5.80244,2.828912,-0.206327,0.899395,2.235824,0.01897,slow_running
12.371711,-1.502108,27.464983,7.532051,2.809227,-0.089377,1.041742,2.435436,0.012651,slow_running
12.365855,-1.282692,26.794407,8.284505,2.853181,-0.066784,0.962841,2.344306,0.013049,slow_running
11.949831,-1.360209,31.531933,5.963955,2.704203,-0.044338,0.980726,2.205597,0.011231,slow_running
11.037028,-1.293126,26.548899,8.003368,2.575516,0.133742,1.001905,1.917335,0.01075,slow_running
10.840311,-1.66361,30.243836,8.212231,2.676587,-0.177044,0.933898,2.111784,0.012764,slow_running
10.445598,-1.398113,26.721316,11.862092,2.621166,0.028832,0.91134,1.820591,0.017847,slow_running
10.816926,-1.500067,29.776794,11.558704,2.819408,-0.485459,1.17857,1.700739,0.016945,slow_running
11.728462,-1.409946,30.773203,11.517857,2.654935,-0.25412,0.969955,1.744897,0.01336,slow_running
10.975666,-1.251501,31.936561,7.134234,2.71693,-0.465595,1.115073,1.560373,0.010647,slow_running
11.650468,-1.398324,30.192287,7.576043,2.469537,-0.247293,0.975294,2.008113,0.00984,slow_running
10.981347,-1.241415,32.501497,7.523376,2.657391,-0.245405,0.832563,1.822877,0.009983,slow_running
11.620608,-1.266902,29.201202,6.383323,2.512862,-0.12374,0.796588,1.947633,0.010313,slow_running
11.318532,-1.18043,30.742984,6.969968,2.554019,-0.037577,0.60119,1.738153,0.014529,slow_running
11.532362,-1.410827,29.159912,5.255598,2.440756,-0.047013,0.713154,1.72925,0.013673,slow_running
11.029798,-1.106819,27.531743,10.364172,2.55338,0.132009,0.784232,1.599655,0.015025,slow_running
10.851341,-1.400216,32.536788,9.460561,2.685741,-0.094747,0.887723,1.841499,0.011524,slow_running
10.441561,-1.13611,28.769614,10.68486,2.541568,0.193951,0.915862,1.834301,0.015288,slow_running
10.538481,-1.786922,31.515599,6.220066,2.596036,-0.228172,0.931897,2.092985,0.018579,slow_running
10.472138,-1.484555,28.514823,6.818048,2.51578,0.095049,0.798741,1.898358,0.020731,slow_running
10.45167,-1.450175,28.520026,7.071671,2.705297,-0.337274,0.91368,1.744946,0.01633,slow_running
11.170002,-1.380989,28.260919,8.832313,2.635836,-0.029916,0.784226,1.85267,0.0139,slow_running
10.797957,-1.082838,28.958363,7.82949,2.726024,-0.258224,0.718798,1.706336,0.014489,slow_running
11.837739,-1.321042,27.618845,8.971371,2.659845,-0.069643,0.734499,2.070057,0.014348,slow_running
11.727709,-1.535258,29.320797,8.852134,2.912442,-0.103848,0.567096,1.924475,0.01675,slow_running
11.71871,-1.615059,29.41236,7.733061,2.729441,-0.057863,0.74843,2.112806,0.012965,slow_running
11.417176,-1.581619,30.821271,9.363778,2.762111,-0.016734,0.702008,1.996459,0.016509,slow_running
11.36525,-1.417055,31.412927,6.519033,2.590681,-0.055685,0.666534,1.957137,0.013812,slow_running
11.191631,-1.303947,25.861736,7.892677,2.657628,0.116768,0.734374,1.728401,0.014438,slow_running
11.262732,-1.506054,29.066373,7.881763,2.868668,-0.188392,0.928708,1.832783,0.016501,slow_running
11.09759,-1.298936,27.092356,9.50678,2.862843,-0.001097,0.980874,1.80113,0.020318,slow_running
10.275149,-1.197184,29.494285,10.258917,2.912947,-0.36164,1.140048,1.651249,0.028992,slow_running
11.550717,-1.05994,30.993434,11.143686,2.855438,-0.181376,1.013968,2.154578,0.024153,slow_running
11.602057,-0.609538,29.933151,10.343672,2.939114,-0.209803,0.986643,2.191612,0.023365,slow_running
12.156482,-0.87686,26.792523,9.367401,2.872019,-0.11188,1.117008,2.556807,0.015168,slow_running
12.221605,-1.322536,25.874565,8.278642,2.888585,0.006094,0.922622,2.566114,0.020147,slow_running
11.702892,-1.407972,26.550033,5.642295,2.901451,-0.07775,0.967577,2.751742,0.019961,slow_running
11.330747,-0.874611,22.814981,9.57522,2.838647,0.109953,1.011473,2.566483,0.020163,slow_running
10.929729,-1.351192,26.473761,9.458498,2.856606,-0.238775,0.87354,2.535205,0.018108,slow_running
10.650579,-0.952939,24.996395,10.292056,2.653189,0.170379,0.797311,2.298074,0.016785,slow_running
10.635767,-1.238605,26.421648,7.363495,2.77207,-0.249452,0.879999,2.229931,0.019617,slow_running
11.516089,-1.116744,27.119714,9.311981,2.736449,-0.02933,0.777033,2.466401,0.014517,slow_running
11.141917,-0.547337,27.310176,11.33811,2.919142,-0.177646,0.708493,2.38744,0.028432,slow_running
11.494356,-0.807604,26.931024,11.303531,2.827949,-0.129801,1.034744,2.826402,0.033895,slow_running
12.009193,-0.743081,25.280956,12.922542,2.890018,-0.059159,0.856307,2.805638,0.032152,slow_running
12.105952,-0.952579,27.057743,8.260095,2.856713,-0.025564,1.012868,2.612327,0.024172,slow_running
11.763813,-1.193717,24.726703,10.609453,2.823151,0.024078,1.018863,2.134343,0.024657,slow_running
11.758247,-1.457999,27.171852,10.35403,2.946477,-0.238639,1.096649,1.988951,0.017352,slow_running
11.200189,-1.311054,24.209523,10.42645,2.809674,0.006722,1.057064,2.060697,0.019609,slow_running
10.953303,-1.455896,26.226629,8.524141,2.931144,-0.253331,1.021985,2.072666,0.018856,slow_running
11.822928,-1.696078,25.902953,8.873658,2.84616,-0.063397,0.922792,2.133467,0.017683,slow_running
11.370463,-1.583624,28.975946,8.113984,2.954934,-0.058505,0.6819,1.963326,0.01536,slow_running
11.582679,-1.371551,27.39485,6.726997,2.830941,-0.034493,0.995445,2.003133,0.014897,slow_running
11.446342,-0.959716,26.750152,8.748262,2.790599,0.06749,0.894756,2.013068,0.020922,slow_running
11.811576,-1.047583,27.191466,8.036564,2.920704,-0.16219,1.04855,2.070564,0.021163,slow_running
11.261944,-0.673025,24.137394,10.243738,2.827672,0.126331,0.926774,2.048685,0.412796,slow_running
11.537597,-0.660194,25.369509,8.885352,2.848707,-0.182907,1.011258,2.080621,0.410227,slow_running
12.217158,-0.827248,26.543684,10.059516,2.760938,-0.019501,0.936471,2.316459,0.407319,slow_running
12.039213,-0.71612,28.704559,7.771705,2.866826,-0.134305,0.822019,2.04937,0.023075,slow_running
12.231269,-1.052405,26.21095,8.042953,2.809003,0.005318,1.079385,2.270976,0.026139,slow_running
12.390813,-1.026657,24.080619,9.981361,3.039442,0.073722,0.949303,2.152036,0.025163,slow_running
12.114882,-1.05301,25.54544,8.016008,2.969113,-0.036499,0.95658,2.253074,0.020483,slow_running
11.267133,-1.21607,22.265704,10.34984,2.780473,0.102883,0.967134,1.813192,0.021064,slow_running
11.067455,-1.506765,25.144588,9.408482,2.738449,-0.26204,0.873418,1.69503,0.018939,slow_running
11.123533,-1.225337,23.719185,9.925597,2.663009,0.054743,0.82759,1.769381,0.015875,slow_running
10.858909,-1.041625,28.190449,9.26762,2.732928,-0.295135,0.805056,1.719454,0.020294,slow_running
11.586697,-1.395949,29.891985,9.812284,2.648297,-0.057162,0.760977,2.16804,0.015025,slow_running
11.243191,-1.084669,31.459051,8.924784,2.756009,-0.146651,0.580808,2.054708,0.020515,slow_running
11.602889,-1.221407,29.698748,8.611317,2.688849,-0.091918,0.844754,2.251791,0.016637,slow_running
11.980734,-1.088463,25.317563,10.64012,2.933563,-0.057253,0.749218,2.244469,0.019513,slow_running
11.821918,-1.242941,24.610654,8.490376,2.934841,-0.053713,0.962783,2.09283,0.01573,slow_running
11.40938,-0.86587,21.612485,12.325052,2.857151,0.101314,0.927436,1.737353,0.020029,slow_running
11.087521,-1.06917,25.699067,12.170675,2.730546,-0.133471,0.799916,1.577586,0.016319,slow_running
11.411494,-0.706177,25.023026,13.156047,2.659204,0.092034,0.692028,1.727233,0.015459,slow_running
10.850518,-0.834934,28.366382,9.350487,2.772006,-0.18446,0.782995,1.750045,0.021275,slow_running
11.815889,-1.239769,29.867874,9.393255,2.754152,-0.081445,0.742882,2.175294,0.019783,slow_running
11.448992,-1.274961,30.582307,7.741901,2.973077,-0.088538,0.572861,2.008694,0.027228,slow_running
11.959381,-1.30421,27.52547,7.52364,2.858469,-0.047754,0.772638,2.082328,0.021926,slow_running
12.014084,-1.621943,27.991615,11.437032,2.869212,-0.00956,0.786835,2.050334,0.022428,slow_running
11.759115,-1.628659,31.7655,9.191928,2.820953,-0.122537,0.835829,2.111669,0.01649,slow_running
10.722419,-1.670501,28.161002,10.846523,2.803614,0.043591,0.799862,1.854326,0.022176,slow_running
10.268537,-1.719908,28.856102,9.359009,2.947992,-0.286229,0.832774,1.847046,0.02314,slow_running
10.882802,-1.298216,27.044737,10.685181,2.915742,0.0502,0.8674,1.893369,0.022239,slow_running
11.049509,-1.184569,28.458107,10.013152,2.850994,-0.282556,0.872314,1.669489,0.021276,slow_running
12.025723,-1.454221,27.291841,10.226872,2.814573,-0.077409,0.906921,1.809204,0.018138,slow_running
11.626731,-1.189051,34.369674,8.131272,2.879024,-0.071782,0.693203,1.666405,0.02496,slow_running
11.372825,-1.494274,37.040182,7.606295,2.716977,-0.048038,0.911443,1.911135,0.020545,slow_running
11.436419,-1.585263,37.554281,10.616887,2.713917,0.057387,0.831408,1.786813,0.017052,slow_running
11.250946,-1.690936,34.302427,8.543242,2.76796,-0.090645,1.094248,1.808343,0.011009,slow_running
10.887484,-1.249982,25.571191,10.872164,2.719053,0.10699,1.013028,1.603872,0.016205,slow_running
10.868599,-1.320654,27.613513,9.052729,2.928434,-0.227556,1.162984,1.633806,0.019736,slow_running
11.632944,-1.064351,26.08848,9.234484,2.849851,-0.006886,0.882922,1.971473,0.022733,slow_running
11.412802,-0.523101,26.824782,11.66276,3.030033,-0.245383,0.932773,1.899101,0.024827,slow_running
11.98908,-1.126198,24.557255,12.57138,2.989506,-0.139389,0.821467,2.153678,0.024981,slow_running
11.748506,-0.790685,25.058602,16.070375,3.028651,-0.088881,0.757651,1.998396,0.023877,slow_running
11.59443,-1.016396,27.628426,10.917907,2.923573,-0.064804,0.786883,2.030148,0.016696,slow_running
11.021646,-1.087783,24.67576,15.361843,2.820155,0.079342,0.866993,1.720001,0.020916,slow_running
11.063068,-1.524809,30.069737,11.341027,2.841972,-0.15994,0.921151,1.591049,0.023064,slow_running
10.985332,-1.185757,27.94701,13.815288,2.695255,0.069164,0.890422,1.500332,0.021109,slow_running
11.355501,-0.838591,28.759626,10.833695,2.674463,-0.249753,0.910351,1.415099,0.020176,slow_running
12.26576,-0.938554,25.343144,11.913327,2.657521,-0.134931,0.789286,1.739984,0.01651,slow_running
12.094425,-0.868207,24.689103,11.950588,2.842133,-0.122121,0.588957,1.627709,0.018121,slow_running
11.885773,-1.210467,25.364063,10.115571,2.733352,-0.044551,0.734495,1.692163,0.019916,slow_running
11.609922,-1.415301,24.108974,10.860225,2.801602,0.02273,0.719005,1.498978,0.027699,slow_running
11.412094,-1.625182,27.718226,7.466519,2.814353,-0.126031,0.810276,1.444111,0.020649,slow_running
10.970113,-0.988634,23.003026,13.822051,2.835017,0.09943,1.015427,1.388533,0.019861,slow_running
10.965859,-0.922395,25.377952,15.052871,2.955968,-0.198128,1.108367,1.441107,0.015046,slow_running
11.508193,-0.693249,25.02075,15.452179,3.00695,0.02352,1.043545,1.750288,0.01802,slow_running
11.152728,-0.66383,25.543465,12.062491,3.105211,-0.252082,0.939426,1.814389,0.02294,slow_running
11.816736,-1.070099,25.733807,12.739573,3.148067,-0.1587,0.989275,2.171041,0.022929,slow_running
11.843523,-0.673912,24.576495,15.326088,3.259873,-0.109268,0.785158,2.052051,0.029044,slow_running
11.670896,-0.961923,25.16951,13.146927,3.072323,-0.093206,0.810316,2.00429,0.028145,slow_running
10.983026,-0.977651,23.161641,14.798167,2.977851,0.006048,1.012479,1.909013,0.024905,slow_running
11.118074,-1.718428,24.987559,7.647913,2.990474,-0.202592,0.990822,1.774273,0.015078,slow_running
11.143725,-1.487002,23.527956,8.213471,2.929567,0.075916,1.023274,1.845891,0.018179,slow_running
11.246466,-1.596789,25.939967,5.040172,3.058638,-0.22447,1.042206,1.72467,0.017911,slow_running
12.085092,-1.674188,26.968965,6.128186,3.03482,-0.086096,1.087378,2.226944,0.018249,slow_running
11.911337,-1.113657,28.697801,7.600998,3.032359,-0.112572,0.801234,2.021014,0.019998,slow_running
11.974488,-1.01767,28.196145,7.055994,2.823166,-0.030641,0.956793,2.056865,0.015435,slow_running
11.639312,-0.776862,26.758059,13.892695,2.877655,0.037611,0.932586,1.742424,0.020948,slow_running
11.498541,-1.420133,28.508811,12.188446,2.899567,-0.08274,0.904941,1.588528,0.017513,slow_running
