@relation features

@attribute MEAN_105_0 numeric
@attribute MEAN_105_1 numeric
@attribute VARIANCE_105_0 numeric
@attribute VARIANCE_105_1 numeric
@attribute MEAN_106_0 numeric
@attribute MEAN_106_1 numeric
@attribute VARIANCE_106_0 numeric
@attribute VARIANCE_106_1 numeric
@attribute VARIANCE_6_0 numeric
@attribute class {slow_walking,fast_walking,slow_running,fast_running,upstairs,downstairs}

@data
10.403758,-0.837026,18.701825,2.427816,1.183635,-0.079488,0.234001,0.934039,0.016996,downstairs
10.465599,-0.468041,9.180709,1.981544,1.314239,-0.272907,0.526926,1.663681,0.060008,upstairs
9.971496,-0.698814,9.090858,1.771386,1.404557,0.107031,0.582217,1.869973,0.089829,upstairs
10.480862,-0.570154,9.802425,2.812095,1.411747,-0.365546,0.598402,1.850646,0.059365,upstairs
9.743957,-0.852792,9.758902,2.602444,1.436987,0.018087,0.612366,2.053301,0.089244,upstairs
10.191932,-0.699443,10.337463,2.916657,1.324733,-0.347204,0.531463,1.780555,0.065324,upstairs
9.733731,-0.905505,11.675512,2.200697,1.242898,0.141108,0.429697,1.658361,0.090198,upstairs
10.449265,-0.640035,10.274545,2.888957,1.266658,-0.343032,0.467816,1.69049,0.059553,upstairs
9.723865,-0.925422,10.955671,2.875621,1.323713,0.114453,0.492091,1.767258,0.087585,upstairs
10.463967,-0.651676,8.000631,3.757877,1.32182,-0.161806,0.548486,1.457551,0.052803,upstairs
10.496744,-1.351584,20.338482,3.59409,1.259422,0.050166,0.275151,1.148304,0.020931,downstairs
10.764411,-0.957956,18.842372,3.476736,1.332914,-0.159773,0.304591,1.009472,0.016431,downstairs
10.433114,-0.98023,20.905303,3.665325,1.30758,0.029597,0.267589,1.236992,0.016585,downstairs
9.578787,-0.823497,18.709579,3.524213,1.249033,0.088394,0.215817,1.133254,0.010148,downstairs
9.701327,-0.995967,19.417096,3.278215,1.175877,0.118233,0.151915,0.983488,0.011527,downstairs
9.789231,-0.970334,19.294265,4.148824,1.293361,0.035456,0.281403,1.13189,0.015411,downstairs
10.180674,-0.929256,21.562044,3.779978,1.282179,-0.015736,0.33713,1.146428,0.0129,downstairs
9.660136,-1.186685,9.162617,3.836867,1.584833,-0.265283,0.585337,1.843326,0.075538,upstairs
10.194359,-0.619044,7.320065,2.792726,1.397099,0.256479,0.655563,1.452819,0.0587,upstairs
10.042762,-0.747145,9.195348,3.436449,1.604351,-0.402252,0.710358,1.855618,0.081899,upstairs
9.824303,-0.961843,7.703234,3.565193,1.460171,0.264518,0.614896,1.561732,0.083924,upstairs
10.562377,-0.610106,7.793855,3.07937,1.488082,-0.23805,0.733414,1.804523,0.061571,upstairs
9.80938,-1.002958,9.706447,2.96652,1.531876,0.164551,0.661052,1.820834,0.11871,upstairs
10.440707,-0.415821,8.664869,2.897981,1.415905,-0.04636,0.734412,1.613013,0.068469,upstairs
9.806238,-0.915457,10.787468,2.807421,1.674806,-0.080588,0.693783,2.221868,0.114698,upstairs
10.351071,-0.557821,9.149653,2.642722,1.36107,0.120918,0.693266,1.582801,0.062134,upstairs
9.933554,-0.89637,9.880518,3.268798,1.675674,-0.203177,0.713944,2.249041,0.091488,upstairs
10.417097,-0.6939,8.279868,3.182438,1.365747,0.225351,0.749988,1.643235,0.05223,upstairs
9.687352,-1.403956,9.701233,4.64337,1.566345,-0.33632,0.601474,1.963492,0.060643,upstairs
9.64472,-1.17698,18.027481,1.608002,1.105223,-0.030613,0.279648,0.946376,0.013417,downstairs
9.78857,-1.176739,17.382401,2.021799,1.077565,0.120179,0.245614,0.732907,0.012813,downstairs
9.659772,-1.382216,16.12432,1.707021,1.155687,-0.010625,0.349286,1.014649,0.021951,downstairs
9.927141,-1.318624,16.264191,2.189097,1.160598,-0.029198,0.339603,1.036351,0.024424,downstairs
9.787189,-1.377849,16.945262,1.662129,1.149926,-0.028907,0.330388,1.059094,0.021136,downstairs
10.109351,-1.115473,15.304012,2.011772,1.219955,-0.114716,0.317931,0.848227,0.022746,downstairs
10.606098,-1.195894,18.382333,2.425899,1.277607,-0.047845,0.328775,1.017443,0.01125,downstairs
10.689315,-1.005143,18.176202,2.37639,1.204822,-0.165836,0.319457,0.766668,0.011075,downstairs
10.10336,-0.886966,9.925177,2.776288,1.575351,-0.327175,0.565764,1.620802,0.070407,upstairs
9.886644,-0.951798,7.936046,2.529189,1.414425,0.286668,0.519379,1.467211,0.065724,upstairs
10.429927,-0.777622,8.1111,2.629648,1.399878,-0.225061,0.549627,1.620222,0.05474,upstairs
9.81187,-1.200531,9.315327,2.600397,1.310713,0.194536,0.48262,1.528608,0.103529,upstairs
10.570899,-0.739274,8.106629,3.225579,1.310885,-0.176505,0.544834,1.500666,0.059485,upstairs
9.720351,-1.107859,9.198096,2.741064,1.485648,-0.074985,0.498017,2.016479,0.109307,upstairs
10.233602,-0.599551,8.210099,3.503565,1.325607,-0.098218,0.536366,1.571864,0.055314,upstairs
9.746895,-0.812549,8.069058,3.068105,1.53563,-0.088856,0.547292,2.06406,0.094765,upstairs
10.231323,-0.444211,6.83165,2.901843,1.299615,0.072793,0.605593,1.429733,0.050434,upstairs
9.502748,-1.059744,7.439395,3.55211,1.502675,-0.238522,0.636254,1.850048,0.091743,upstairs
9.588956,-0.586479,6.032847,3.20051,1.187121,0.142191,0.636568,1.266906,0.070897,upstairs
9.340705,-3.012943,17.231069,6.301334,1.110012,-0.009857,0.331242,0.071518,0.006468,downstairs
8.808124,-3.274608,22.016745,4.432305,1.337993,0.047349,0.564376,0.098825,0.004682,downstairs
9.097659,-3.048768,17.120487,5.034335,1.335436,0.01122,0.602584,0.07885,0.004708,downstairs
8.746837,-3.323549,19.153172,4.930178,1.53237,0.03704,0.60549,0.105898,0.00427,downstairs
9.393834,-3.272975,17.146991,4.950383,1.455014,0.014636,0.635111,0.092173,0.004438,downstairs
9.167012,-3.395743,19.948032,3.820428,1.517171,-0.004644,0.55445,0.081236,0.003729,downstairs
9.747159,-3.197065,19.743539,4.021766,1.385765,-0.034364,0.735431,0.061665,0.005533,downstairs
9.320292,-0.626891,8.786128,9.151409,1.881777,-0.00848,0.476213,0.21323,0.02038,slow_walking
10.133464,-0.67929,8.863004,8.692778,1.876871,-0.146569,0.541222,0.199446,0.01491,slow_walking
9.248821,-1.93414,11.045789,14.42714,1.736811,-0.158048,0.395888,0.164226,0.017073,slow_walking
9.352653,-0.882765,9.624616,9.228053,1.7581,-0.016889,0.334746,0.194831,0.014574,slow_walking
9.218594,-0.859432,12.183653,9.643495,2.016801,-0.28667,0.523835,0.280203,0.024112,slow_walking
9.401464,-1.010566,9.528595,10.09045,1.929206,-0.148127,0.54869,0.30119,0.027149,slow_walking
10.042777,-0.829177,8.899978,7.567986,1.921402,-0.202082,0.64862,0.274776,0.016495,slow_walking
9.098573,-1.732828,9.778906,9.698947,1.749869,-0.219155,0.535867,0.213333,0.020149,slow_walking
9.400957,-0.793913,7.049798,5.819623,1.669238,-0.037088,0.504561,0.184466,0.017469,slow_walking
9.812657,-0.824589,7.441963,5.241351,1.735898,-0.175636,0.511168,0.156377,0.017537,slow_walking
9.457224,-1.503739,6.872393,9.140523,1.567265,-0.113757,0.427592,0.106802,0.015861,slow_walking
9.411006,-0.704369,5.794927,6.817355,1.617899,-0.052443,0.418193,0.118954,0.013183,slow_walking
9.304795,-0.715418,8.16673,6.8363,1.835907,-0.200392,0.510556,0.148091,0.012717,slow_walking
9.410649,-0.929399,6.941042,7.937968,1.688829,-0.128621,0.504401,0.147527,0.014886,slow_walking
9.77045,-0.792199,6.618275,6.944413,1.68221,-0.163471,0.421657,0.15125,0.008961,slow_walking
8.757088,-1.52897,8.083383,9.985909,1.691464,-0.22285,0.420249,0.131227,0.0107,slow_walking
9.264195,-0.75099,6.761793,8.315841,1.76674,-0.030836,0.383865,0.149178,0.018492,slow_walking
9.840342,-0.859693,8.048518,8.002314,1.793847,-0.16707,0.52784,0.206675,0.018799,slow_walking
9.347366,-1.848767,7.529567,10.522894,1.735056,-0.205531,0.412434,0.283315,0.021348,slow_walking
9.548832,-0.763923,7.105679,6.311067,1.701633,-0.111186,0.482911,0.324341,0.015484,slow_walking
9.366584,-0.774021,9.680551,6.521284,1.983963,-0.358332,0.737043,0.362649,0.018894,slow_walking
9.613241,-0.900723,10.243237,10.105475,1.8908,-0.138078,0.745387,0.270162,0.022936,slow_walking
10.018604,-0.77418,9.339726,8.467473,1.924669,-0.186656,0.771692,0.228997,0.018805,slow_walking
9.121196,-1.6774,10.387362,12.143961,1.856062,-0.289182,0.446549,0.196642,0.016437,slow_walking
11.030857,-1.201652,31.543873,10.88557,3.113285,-0.117957,1.313578,0.874363,0.018025,slow_running
10.93244,-1.078302,29.009948,12.468178,3.4949,-0.222731,1.442249,0.930753,0.021222,slow_running
11.544796,-1.479231,30.51627,13.291031,3.625845,-0.15377,1.338957,1.058816,0.028102,slow_running
11.513569,-0.888856,30.99897,14.246718,3.71651,-0.105817,1.150913,1.065062,0.025111,slow_running
11.352053,-0.980584,31.752271,11.575513,3.530084,-0.112455,1.246687,1.115947,0.024106,slow_running
10.566768,-1.020304,27.595641,11.85172,3.443634,-0.071136,1.25807,1.019409,0.01742,slow_running
10.841483,-1.723096,29.32235,9.421471,3.545887,-0.230053,1.272814,0.880175,0.007998,slow_running
10.899493,-1.413322,28.185302,11.150546,3.440642,-0.070255,1.328501,0.930671,0.010664,slow_running
11.214592,-0.976189,27.18275,10.546941,3.565389,-0.236852,1.504424,0.898248,0.015519,slow_running
11.428262,-1.397686,27.678502,12.380965,3.572748,-0.13212,1.639078,0.990055,0.01974,slow_running
11.716781,-0.802834,27.701041,15.726067,3.773721,-0.167907,1.26713,0.959802,0.018492,slow_running
11.391995,-0.927028,29.811563,13.382597,3.70615,-0.133888,1.350213,0.951937,0.017063,slow_running
11.061978,-1.036625,26.598468,16.843884,3.766218,-0.038504,1.056948,0.946482,0.02307,slow_running
11.558336,-1.483914,25.950778,14.494948,3.623642,-0.127665,0.951091,1.102791,0.028758,slow_running
11.902526,-1.477736,27.077851,14.151981,3.628179,-0.110074,1.012438,1.14672,0.030784,slow_running
11.912249,-1.350688,26.493615,11.052363,3.591338,-0.17583,1.032853,1.047034,0.021754,slow_running
11.59675,-1.20417,31.672577,9.315075,3.490512,-0.08365,1.325424,1.002108,0.017019,slow_running
10.874896,-1.636139,29.931137,11.400712,3.396361,-0.078437,1.228351,1.007555,0.014415,slow_running
11.000149,-1.957821,32.667461,9.52299,3.519312,-0.206117,1.135623,0.957798,0.012442,slow_running
10.3808,-1.662535,27.425446,12.462505,3.268871,0.011596,1.05054,0.920053,0.018176,slow_running
10.612176,-1.406034,26.888881,9.701984,3.221038,-0.262225,1.274059,0.896697,0.027125,slow_running
11.156873,-1.821561,27.765939,11.80685,3.260459,-0.065978,1.491338,0.976393,0.024806,slow_running
10.567295,-1.110426,31.812769,12.971607,3.613903,-0.251873,1.396374,0.970052,0.026847,slow_running
11.324222,-1.410557,32.82674,13.05927,3.68559,-0.123856,1.785279,1.044783,0.023543,slow_running
11.759437,-0.816095,32.203819,15.185149,3.968765,-0.174406,1.333868,1.039607,0.018402,slow_running
11.740844,-1.206096,30.630525,12.146639,3.770982,-0.109236,1.40871,1.031271,0.013211,slow_running
11.419519,-1.665407,25.488831,10.81602,3.686052,-0.081176,1.408042,1.118416,0.016951,slow_running
11.242836,-1.783922,28.888956,10.687036,3.935692,-0.313535,1.908389,1.139431,0.01788,slow_running
11.362314,-1.47112,29.679749,11.380425,3.836136,-0.091613,2.029094,1.301275,0.02236,slow_running
11.258487,-0.76153,26.783482,12.981545,4.22341,-0.239983,2.339459,1.379106,0.031058,slow_running
11.734444,-1.245416,28.710863,13.126063,4.212377,-0.110189,1.78461,1.450671,0.030803,slow_running
11.253465,-0.83671,26.527336,16.516217,4.378957,-0.159963,1.304014,1.345101,0.035824,slow_running
10.891318,-0.964632,28.153017,14.899033,4.058111,-0.14882,1.466691,1.369572,0.038018,slow_running
10.650271,-1.223387,25.648829,16.292133,3.869789,-0.22188,1.572874,1.110278,0.029925,slow_running
11.208065,-1.556444,26.562538,13.591162,3.868869,-0.329584,1.456996,0.863107,0.018994,slow_running
11.302533,-1.00266,25.019874,14.321282,3.739943,-0.120896,1.295483,0.984022,0.020537,slow_running
10.843362,-0.444112,24.218568,15.514873,3.841356,-0.286496,1.396805,1.104056,0.031327,slow_running
11.796102,-1.070093,28.622988,17.754112,3.777263,-0.144107,1.506787,1.338057,0.030534,slow_running
11.40168,-1.122803,30.997139,17.516945,3.769395,-0.145067,1.356387,1.303935,0.03202,slow_running
11.541821,-1.164951,31.828456,15.33468,3.475654,-0.066236,1.66261,1.267576,0.025857,slow_running
11.502198,-1.048248,28.74285,17.592191,3.591659,-0.078707,1.599838,1.128256,0.024607,slow_running
11.083078,-1.367804,30.311806,14.320723,3.650378,-0.155871,1.400007,0.878988,0.016916,slow_running
10.137104,-1.192774,25.650512,15.337376,3.435169,0.039169,1.217468,0.831226,0.018462,slow_running
10.263204,-1.577419,24.842681,10.155501,3.610067,-0.188779,1.619975,0.793378,0.017837,slow_running
11.552372,-1.495701,28.095792,11.363357,3.683669,-0.084975,1.554635,1.043661,0.018127,slow_running
11.493003,-0.89552,27.673676,12.164458,3.880095,-0.192947,1.447734,0.937803,0.025775,slow_running
11.743682,-1.332043,27.393098,12.996346,3.817754,-0.071751,1.616391,0.970276,0.036494,slow_running
11.498729,-1.327952,25.91154,14.541116,3.682568,-0.072985,1.513131,1.017458,0.038377,slow_running
10.986093,-1.721158,29.059782,12.474808,3.718531,-0.071686,1.436695,1.010947,0.032912,slow_running
10.017175,-1.124416,24.430655,13.782738,3.578532,0.023688,1.379634,0.97768,0.029125,slow_running
10.27502,-0.863521,26.037664,20.625629,4.007085,-0.186541,1.876775,1.019986,0.038163,slow_running
11.202353,-0.666503,27.373347,22.585881,4.031162,-0.088836,1.839007,1.319611,0.035539,slow_running
11.208915,-0.937216,28.511622,19.518361,4.289186,-0.156748,1.566261,1.331343,0.039379,slow_running
11.01756,-1.218146,30.213614,17.470012,4.052968,-0.01038,1.913207,1.225729,0.026252,slow_running
11.320724,-1.663913,29.628498,11.097162,3.932729,-0.084344,1.511367,1.10065,0.021051,slow_running
11.139873,-1.691035,30.112819,9.378165,3.669191,-0.090621,1.38481,0.84899,0.019126,slow_running
10.91985,-1.589945,24.435348,10.353674,3.521561,0.017637,1.232646,0.768527,0.017224,slow_running
11.123187,-1.595688,24.538835,10.413419,3.493759,-0.110624,1.27012,0.872774,0.01815,slow_running
11.84121,-1.14328,27.852599,10.618157,3.497035,-0.046675,1.324698,0.959568,0.018485,slow_running
11.654026,-0.705729,29.55127,9.537561,3.488599,-0.0988,1.201128,0.99367,0.024604,slow_running
11.426373,-0.946586,31.269211,9.097686,3.413963,-0.044529,1.629455,1.091481,0.026354,slow_running
11.438354,-1.318569,31.163992,9.387914,3.471081,-0.057071,1.54441,1.113431,0.039581,slow_running
11.113554,-1.686977,29.464864,11.423136,3.661825,-0.07239,1.696648,1.037889,0.030986,slow_running
10.861759,-1.720644,24.171447,14.33886,3.731386,-0.087657,1.379599,0.985472,0.033681,slow_running
11.117885,-1.354885,22.155472,17.918532,3.873694,-0.099826,1.580381,1.094101,0.017103,slow_running
11.429882,-1.61346,21.54543,18.224553,3.928984,-0.133898,1.693861,1.253875,0.014467,slow_running
11.557918,-1.290006,24.097723,18.991385,3.890075,-0.078903,1.61271,1.352661,0.02192,slow_running
11.307334,-1.716021,28.212454,14.769901,3.749389,-0.122211,1.405921,1.4332,0.017816,slow_running
10.476706,-1.127314,26.424016,16.531078,3.50645,0.009423,1.241681,1.143324,0.01841,slow_running
10.223876,-1.238937,32.454693,16.97838,3.59355,-0.198687,1.530253,1.092433,0.018271,slow_running
10.383822,-0.414159,32.844795,20.18313,3.527717,0.033087,1.66974,1.168386,0.019248,slow_running
10.552043,-0.347501,32.285654,17.19475,3.775526,-0.199549,1.73778,1.150016,0.018018,slow_running
11.327461,-1.03734,30.193691,16.619893,3.685964,-0.0747,1.68464,1.279665,0.018822,slow_running
11.441097,-1.594253,27.326058,9.472058,3.794412,-0.103099,1.326977,1.268727,0.016018,slow_running
11.074645,-1.478014,30.485908,9.716269,3.548938,-0.073827,1.307125,1.264283,0.016005,slow_running
10.41791,-1.379636,26.895471,11.166207,3.430698,-0.034031,1.16617,1.178292,0.017765,slow_running
10.593796,-1.417353,28.795086,10.228024,3.465696,-0.200251,1.22486,0.991063,0.025287,slow_running
10.910404,-1.012151,29.377334,10.397471,3.485826,-0.002693,1.14209,1.038378,0.027815,slow_running
11.167583,-1.120578,27.885543,8.250572,3.642411,-0.198175,1.365472,1.044545,0.029379,slow_running
11.833391,-1.414532,28.478644,9.750998,3.667573,-0.149448,1.331172,1.211876,0.032491,slow_running
12.028125,-1.209208,26.219585,12.349939,3.718549,-0.140313,1.232675,1.339928,0.029231,slow_running
11.660043,-1.617119,28.278848,10.830072,3.607766,-0.111168,1.186292,1.260154,0.024767,slow_running
10.570026,-1.212411,23.48389,15.768566,3.529247,0.025442,1.107224,1.037301,0.019991,slow_running
10.737246,-1.585911,24.788043,14.027214,3.619252,-0.18511,1.31973,0.915119,0.010574,slow_running
11.437369,-1.292446,26.866615,15.171979,3.613321,-0.059765,1.27845,1.125978,0.017701,slow_running
11.199246,-0.773887,27.503417,16.19183,3.642654,-0.130688,1.323483,1.059506,0.02509,slow_running
11.497504,-1.002376,29.706916,16.203223,3.588197,-0.067937,1.453549,1.184548,0.021205,slow_running
11.359821,-0.832621,29.197563,16.179142,3.658563,-0.110275,1.430377,1.204077,0.017676,slow_running
11.067516,-1.412075,26.815749,9.408323,3.803915,-0.182039,1.508059,1.245503,0.018197,slow_running
10.829959,-1.100831,27.337164,12.321881,3.853913,-0.124853,1.261657,1.221738,0.017296,slow_running
10.960976,-0.747128,26.198999,11.831356,3.874655,-0.187143,1.435171,1.26676,0.022544,slow_running
11.474282,-1.098834,29.687679,13.110417,3.92878,-0.111424,1.364596,1.261472,0.014829,slow_running
11.508612,-1.071433,28.601727,12.696444,3.864466,-0.063569,1.253932,1.191618,0.014839,slow_running
11.304117,-1.228848,30.408053,12.599469,3.746624,-0.033965,1.416932,1.210101,0.010816,slow_running
10.505075,-0.730186,26.912801,16.888845,3.649939,-0.05199,1.355108,1.058346,0.016833,slow_running
11.02533,-0.79052,27.928249,16.936316,3.928741,-0.203134,1.714434,1.068295,0.019814,slow_running
11.150419,0.143111,29.213345,19.477585,3.949207,-0.114023,1.694095,1.26376,0.019211,slow_running
11.056727,0.22812,28.068897,17.973509,4.228083,-0.129707,1.823092,1.494265,0.033591,slow_running
11.401689,-0.205793,26.462701,19.515283,4.182211,-0.018876,1.868329,1.86961,0.042768,slow_running
11.337616,-0.613131,24.313817,15.184742,4.323362,0.047999,1.702813,2.06085,0.05387,slow_running
11.0586,-1.251868,23.721554,10.725905,4.064615,0.067684,1.571566,2.129062,0.058061,slow_running
11.386357,-0.891061,21.581895,13.665806,4.124013,0.072418,1.666003,1.795952,0.055199,slow_running
11.348742,-0.595553,20.571363,15.914617,4.144409,0.079423,1.738237,1.700788,0.044243,slow_running
12.141546,-0.575836,24.094668,17.917455,4.458698,0.030245,2.429607,1.600102,0.032428,slow_running
12.130961,-0.134677,24.918858,19.217897,4.526524,0.073647,2.123942,1.439984,0.03817,slow_running
12.015279,-0.171506,30.214177,18.976068,4.346822,0.026991,2.56665,1.737726,0.043437,slow_running
11.283931,-0.001841,30.116806,15.236159,4.1953,0.157179,2.622048,1.543608,0.054358,slow_running
11.048657,-1.250465,30.752512,11.804464,3.990729,-0.139387,1.904236,1.443843,0.048753,slow_running
10.858874,-1.319809,28.145459,11.364515,3.682091,-0.009265,1.581693,1.280908,0.039671,slow_running
10.879883,-1.492199,24.994479,9.200223,3.572145,-0.238158,1.431121,1.113361,0.026085,slow_running
11.36249,-1.951379,27.106252,8.319011,3.51653,-0.127108,1.454019,1.279327,0.019593,slow_running
11.096499,-1.026685,27.462295,11.918119,3.643592,-0.076013,1.249958,1.286803,0.020191,slow_running
10.812941,-1.326649,31.630414,12.314189,3.354585,-0.004163,1.30054,1.24655,0.032264,slow_running
10.316619,-1.424881,28.285232,12.334934,3.219712,-0.021813,1.199378,1.034683,0.032469,slow_running
10.443141,-2.177472,33.081955,6.680328,3.219436,-0.183825,1.007282,0.788455,0.026283,slow_running
10.277778,-1.626664,27.519115,6.177487,3.004667,0.042997,0.884957,0.893991,0.03027,slow_running
10.678372,-1.203734,28.906042,7.507966,3.071108,-0.222558,0.974905,1.021594,0.016819,slow_running
11.387944,-1.285969,29.097833,8.846037,3.093877,-0.023249,0.989801,1.443216,0.015342,slow_running
11.118397,-1.130497,30.791312,9.606052,3.11471,-0.169265,0.851063,1.198555,0.016834,slow_running
11.386817,-1.820522,27.955411,10.364221,3.082976,-0.008135,0.986571,1.293857,0.01905,slow_running
11.30354,-2.076227,26.183339,10.415607,3.09044,-0.059752,0.954442,1.041563,0.019429,slow_running
11.261295,-2.212359,27.968943,7.327391,3.079896,-0.07979,1.035234,1.126372,0.017554,slow_running
10.630043,-1.735512,24.189481,13.00463,3.067658,-0.001941,1.041072,0.97709,0.01822,slow_running
10.598658,-1.824202,30.100335,10.528844,3.14526,-0.131381,0.983645,0.981979,0.011977,slow_running
10.06723,-1.448819,26.316965,11.61683,2.957984,0.061855,0.827033,0.795667,0.011045,slow_running
10.148054,-1.86116,30.726076,7.101991,2.97785,-0.226341,0.962888,0.794635,0.010179,slow_running
10.087955,-1.318708,28.757932,7.053862,2.919728,-0.016522,0.935978,0.776316,0.013199,slow_running
9.932834,-1.260226,29.114495,6.91276,2.918493,-0.242174,1.002934,0.675153,0.016083,slow_running
10.829264,-1.527438,28.673295,7.967573,2.832709,-0.061994,0.828059,0.784401,0.013897,slow_running
10.961385,-1.308827,28.383787,8.280594,2.992452,-0.151146,0.582559,0.797756,0.023442,slow_running
11.670705,-1.566597,26.609007,7.992964,2.972583,-0.087627,0.731214,1.07086,0.023726,slow_running
11.216365,-1.441579,31.052967,7.281505,2.955325,-0.122126,0.644963,1.060302,0.02657,slow_running
11.060407,-1.861833,33.498927,5.891343,2.884009,-0.056604,0.865487,1.020825,0.016665,slow_running
10.474494,-1.813603,28.959737,7.013554,2.858647,0.017196,0.856777,0.918569,0.018727,slow_running
10.931843,-1.986654,32.210599,6.453386,3.069837,-0.138609,0.997178,0.957074,0.019032,slow_running
10.147918,-1.338894,27.72191,11.642842,2.951981,0.009691,0.974836,0.902825,0.024954,slow_running
10.334177,-1.45494,28.517055,12.78348,3.232817,-0.250465,1.082376,0.901223,0.022391,slow_running
10.720111,-0.79278,24.809116,15.845277,3.162017,-0.03211,1.062741,0.952716,0.022236,slow_running
10.617382,-1.003737,25.433254,13.915883,3.354104,-0.219777,1.360106,0.952978,0.021243,slow_running
11.391683,-1.037507,26.839385,14.12629,3.27843,-0.081216,1.269999,1.11779,0.018902,slow_running
10.769845,-0.978143,29.320302,10.758192,3.431197,-0.226391,1.126249,0.960798,0.024607,slow_running
11.35006,-1.253441,28.583618,9.433479,3.167734,-0.027118,1.117975,0.979781,0.019883,slow_running
11.300737,-1.361754,30.5181,7.88496,3.118494,-0.105245,0.943219,0.940506,0.018602,slow_running
11.282013,-1.464785,30.075249,6.133427,2.915958,0.05472,0.89548,0.806089,0.010442,slow_running
10.7346,-1.248449,27.97245,11.547326,2.713298,0.05281,0.839274,0.756327,0.012087,slow_running
11.025458,-1.142147,30.135549,11.221268,2.904333,-0.103368,0.973014,0.812474,0.012645,slow_running
9.82024,-0.645956,25.150696,14.394949,2.743869,0.004268,0.882142,0.76917,0.015338,slow_running
9.930106,-1.228003,28.736893,12.235844,2.652327,-0.280006,0.961112,0.75461,0.017349,slow_running
11.6659,0.094097,21.960455,48.855421,5.761852,-0.055348,4.34234,4.22107,0.066002,fast_running
12.023446,1.512925,21.33891,46.206169,6.066337,0.200422,3.55745,4.474548,0.071078,fast_running
12.126617,2.840877,20.463416,43.995216,6.364685,-0.184285,3.503272,4.12566,0.076525,fast_running
12.764299,1.072537,23.428872,42.18333,6.3786,-0.256379,3.835223,4.747554,0.102951,fast_running
13.790581,1.238501,19.668513,44.452467,6.400804,0.347002,3.52339,6.511241,0.105017,fast_running
13.002349,1.640283,24.672618,40.146975,6.298412,-0.156183,4.357709,5.976633,0.098042,fast_running
13.488912,1.040071,26.822066,37.674317,6.27911,-0.448505,5.039647,8.131321,0.106322,fast_running
12.06593,0.296565,24.142087,34.242712,5.796167,0.060424,4.554581,7.27964,0.113563,fast_running
12.336047,1.19788,22.609366,29.847706,6.095651,0.078776,4.466759,7.965693,0.107812,fast_running
12.473886,1.842105,24.910904,36.133793,6.342902,-0.610907,4.653753,10.443666,0.100321,fast_running
12.570552,0.999327,25.723291,29.115983,5.983606,-0.491182,4.799382,11.94286,0.099724,fast_running
13.388389,1.837871,17.740408,32.800672,5.96908,0.290045,4.287704,14.123771,0.103038,fast_running
13.283259,2.748455,19.424167,33.912837,6.042936,-0.12373,3.94806,13.544617,0.103929,fast_running
13.546133,2.300168,27.333351,38.322147,6.062638,-1.021007,4.275468,15.417775,0.098501,fast_running
13.226974,1.22571,24.784523,33.291987,5.659532,-0.114037,4.252355,15.370221,0.08711,fast_running
13.448209,2.048121,22.784731,32.193634,6.166922,0.115378,4.288687,16.009778,0.083847,fast_running
14.655769,2.161584,26.264758,37.712965,6.056069,-0.568796,3.975408,18.304711,0.063008,fast_running
14.411064,1.303511,26.207742,30.857148,5.675606,-0.768748,3.720784,17.279783,0.069188,fast_running
14.604432,1.467716,24.708292,27.441318,5.582212,0.379938,3.650355,16.566135,0.086405,fast_running
14.767178,2.509663,24.842284,28.401592,5.693227,0.060873,3.311635,15.179129,0.097967,fast_running
15.452717,2.110677,30.96272,33.28243,5.695174,-0.93104,3.292563,19.032641,0.123158,fast_running
14.106029,1.692877,31.153612,35.531971,5.311223,-0.211378,3.389263,17.521137,0.117222,fast_running
13.96051,3.132472,24.584762,35.880269,5.676172,0.334529,3.192837,17.513122,0.135625,fast_running
14.283734,3.331891,29.624185,40.499483,5.38013,-0.405059,3.293152,18.559247,0.109292,fast_running
13.899981,2.150549,27.246831,36.922171,5.225913,-0.40571,3.844493,16.758056,0.118079,fast_running
14.447075,2.40604,23.526243,35.096377,5.30166,0.461604,3.803917,17.59584,0.159745,fast_running
14.684719,2.770508,23.417507,32.090529,5.464644,0.076093,3.90771,17.245932,0.15664,fast_running
14.668659,2.199835,32.748395,29.385516,5.458212,-0.79078,3.513649,20.300694,0.129806,fast_running
14.124849,2.224666,28.473812,29.454253,4.969108,0.170637,4.206392,18.104132,0.125544,fast_running
14.110212,3.011916,25.448773,27.175221,5.322348,0.245209,3.950271,16.034856,0.104927,fast_running
15.085763,2.826682,27.712357,33.016148,5.214517,-0.677933,4.027376,18.125146,0.090008,fast_running
14.357761,1.505533,24.734685,27.147783,5.001401,-0.408046,3.88845,14.712072,0.079118,fast_running
14.715927,1.773957,23.225855,26.982183,5.398034,0.202989,3.33313,15.207634,0.1175,fast_running
14.493858,2.770186,21.162126,29.03316,5.463224,-0.297937,3.509412,14.981515,0.118381,fast_running
14.19669,1.586433,26.886299,24.33016,5.359321,-0.74728,3.384287,15.906678,0.088865,fast_running
14.128712,1.964155,20.656661,23.029304,5.341487,0.309244,3.80561,16.393073,0.099744,fast_running
13.820387,2.386212,21.105343,23.771947,5.464355,0.004344,3.801136,14.629851,0.086392,fast_running
14.025497,1.57543,29.139432,28.642653,5.349029,-0.789683,3.96921,17.885831,0.08368,fast_running
13.952924,1.050255,25.275644,27.517121,4.694948,0.105789,3.563703,15.86509,0.097513,fast_running
