TYPE_RECORD,200513998,4,3,3,-0.56138515,0.016798794,0.03390302
TYPE_RECORD,200514000,9,3,3,1.3041607,3.345593,9.125599
TYPE_RECORD,200514000,10,3,3,-2.9801018,1.0022774,-0.22874562
TYPE_RECORD,200514000,9,3,3,1.3311671,3.3605833,9.116188
TYPE_RECORD,200514000,4,3,3,-0.56138515,0.008552114,0.048258353
TYPE_RECORD,200514001,10,3,3,-3.0071082,0.987287,-0.21933483
TYPE_RECORD,200514001,4,3,3,-0.7098254,-0.004276057,0.04917465
TYPE_RECORD,200514001,9,3,3,1.2891525,3.3528163,9.125082
TYPE_RECORD,200514001,9,3,3,1.1309875,3.2994123,9.165431
TYPE_RECORD,200514001,9,3,3,1.3101759,3.3533103,9.121904
TYPE_RECORD,200514001,4,3,3,-0.7156286,0.005497787,0.04917465
TYPE_RECORD,200514001,11,19,3,0.17533799,0.044154823,0.53646284
TYPE_RECORD,200514001,10,3,3,-2.9650936,0.9950538,-0.22822891
TYPE_RECORD,200514001,10,3,3,-2.9861171,0.99455994,-0.22505087
TYPE_RECORD,200514001,4,3,3,-0.7171558,5.885381,7.8474803
TYPE_RECORD,200514001,10,3,3,-2.8069289,1.0484581,-0.26857728
TYPE_RECORD,200514002,10,3,3,-2.7353697,1.3811954,-0.3900655
TYPE_RECORD,200514002,11,11,3,0.15917309,0.034923237,0.53044355
TYPE_RECORD,200514002,4,3,3,-0.69027776,0.008246681,0.05467244
TYPE_RECORD,200514002,4,3,3,-7.7918916,0.0076358155,0.051923547
TYPE_RECORD,200514002,9,3,3,1.0861719,2.9604797,9.285806
TYPE_RECORD,200514002,10,3,3,-2.7621129,1.3873905,-0.38895255
TYPE_RECORD,200514002,9,3,3,1.2499272,3.0148509,9.247635
TYPE_RECORD,200514002,4,3,3,-0.7101309,-0.00580322,0.073303826
TYPE_RECORD,200514002,9,3,3,1.0792006,2.9633002,9.285718
TYPE_RECORD,200514002,6,0,3,1016.8998,-30.341682,25.052082
TYPE_RECORD,200514002,10,3,3,-2.9258683,1.3330194,-0.35078093
TYPE_RECORD,200514002,10,3,3,-2.7551417,1.3845701,-0.3888643
TYPE_RECORD,200514002,11,85,3,0.15919212,0.034899846,0.5283205
TYPE_RECORD,200514002,11,-61,3,0.16672534,0.02654296,0.5159383
TYPE_RECORD,200514002,9,3,3,1.0679996,2.9647968,9.286535
TYPE_RECORD,200514002,10,3,3,-2.7439408,1.3830734,-0.38968205
TYPE_RECORD,200514002,4,3,3,-0.72051555,-0.01863139,0.0720821
TYPE_RECORD,200514002,9,3,3,1.0982177,3.287082,9.173843
TYPE_RECORD,200514002,4,3,3,-0.7330383,-0.021685716,0.07819075
TYPE_RECORD,200514002,9,3,3,1.0594286,2.9666748,9.286919
TYPE_RECORD,200514002,10,3,3,-2.774159,1.0607883,-0.27698973
TYPE_RECORD,200514002,11,-59,3,0.15903203,0.035032462,0.52625
TYPE_RECORD,200514002,11,-42,3,0.17409357,0.044222277,0.5318444
TYPE_RECORD,200514002,4,3,3,-0.713796,0.054367006,0.06352998
TYPE_RECORD,200514003,11,-103,3,0.15896262,0.035069417,0.5242103
TYPE_RECORD,200514004,4,3,3,-0.7458665,-0.07147124,0.101098195
TYPE_RECORD,200514004,10,3,3,-2.7203765,1.3768578,-0.39037645
TYPE_RECORD,200514004,11,-29,3,0.15891144,0.035074912,0.52015764
TYPE_RECORD,200514004,4,3,3,-0.7431176,-0.056199603,0.092240654
TYPE_RECORD,200514004,9,3,3,1.0376713,2.9731195,9.287314
TYPE_RECORD,200514004,10,3,3,-2.7136126,1.3747507,-0.39046064
TYPE_RECORD,200514004,11,-106,3,0.1589028,0.03505302,0.51817167
TYPE_RECORD,200514004,9,3,3,1.0316923,2.9756324,9.287175
TYPE_RECORD,200514004,10,3,3,-2.7076335,1.3722379,-0.39032152
TYPE_RECORD,200514004,4,3,3,-0.73731434,-0.032375857,0.08368854
TYPE_RECORD,200514004,9,3,3,1.0517972,2.9688647,9.2870865
TYPE_RECORD,200514004,10,3,3,-2.7277384,1.3790056,-0.39023265
TYPE_RECORD,200514004,11,103,3,0.15893424,0.035076242,0.5221739
TYPE_RECORD,200514004,4,3,3,-0.73823065,-0.044593163,0.086132
TYPE_RECORD,200514004,9,3,3,1.0444354,2.9710126,9.28723
TYPE_RECORD,200514006,10,3,3,-2.7023048,1.368563,-0.38973173
TYPE_RECORD,200514006,4,3,3,-0.7254025,-0.08674286,0.11453723
TYPE_RECORD,200514006,10,3,3,-2.6970305,1.365062,-0.38919047
TYPE_RECORD,200514006,11,-81,3,0.15893397,0.03501252,0.51620394
TYPE_RECORD,200514006,6,0,3,1014.73035,-12.317629,30.86875
TYPE_RECORD,200514006,9,3,3,1.0263638,2.9793072,9.286585
TYPE_RECORD,200514006,11,72,3,0.15903488,0.03498239,0.5142659
TYPE_RECORD,200514006,4,3,3,-0.7113526,-0.08277224,0.13988814
TYPE_RECORD,200514006,9,3,3,1.0210892,2.9828084,9.286044
TYPE_RECORD,200514006,11,55,3,0.15912747,0.034956466,0.5123873
TYPE_RECORD,200514007,4,3,3,-0.5329799,0.071776666,0.44532076
TYPE_RECORD,200514007,10,3,3,-2.6834254,1.3460455,-0.38454935
TYPE_RECORD,200514007,4,3,3,-0.6600399,-0.062308256,0.25534168
TYPE_RECORD,200514007,9,3,3,1.0176377,2.987825,9.284812
TYPE_RECORD,200514007,11,90,3,0.15953882,0.034973815,0.50889945
TYPE_RECORD,200514007,9,3,3,1.0074842,3.0018249,9.281403
TYPE_RECORD,200514007,11,52,3,0.1598301,0.035136506,0.5073785
TYPE_RECORD,200514007,10,3,3,-2.677686,1.3359894,-0.3819126
TYPE_RECORD,200514007,9,3,3,1.0126289,2.9937491,9.28345
TYPE_RECORD,200514007,11,108,3,0.1593358,0.0349073,0.51058406
TYPE_RECORD,200514007,4,3,3,-0.68783426,-0.09315695,0.18875736
TYPE_RECORD,200514007,4,3,3,-0.6065892,0.0018325958,0.3436117
TYPE_RECORD,200514007,10,3,3,-2.693579,1.3600454,-0.3879583
TYPE_RECORD,200514007,11,79,3,0.16018881,0.035414994,0.5060453
TYPE_RECORD,200514007,9,3,3,1.0017447,3.0118809,9.278766
TYPE_RECORD,200514007,10,3,3,-2.6885703,1.3541212,-0.38659695
TYPE_RECORD,200514009,11,66,3,0.16063683,0.035793655,0.50493145
TYPE_RECORD,200514009,10,3,3,-2.6719391,1.3237965,-0.3785627
TYPE_RECORD,200514009,9,3,3,0.9959977,3.0240738,9.275416
TYPE_RECORD,200514009,4,3,3,-0.45723262,0.10903945,0.5564982
TYPE_RECORD,200514011,11,-91,3,0.1609896,0.03646009,0.5039667
TYPE_RECORD,200514011,10,3,3,-2.660968,1.3105116,-0.375394
TYPE_RECORD,200514011,4,3,3,-0.42485678,0.20525073,0.6123924
TYPE_RECORD,200514011,9,3,3,0.9850271,3.0373588,9.272247
TYPE_RECORD,200514016,10,3,3,-2.6516147,1.2944293,-0.3711001
TYPE_RECORD,200514016,9,3,3,0.9756735,3.053441,9.267954
TYPE_RECORD,200514016,6,0,3,1014.5697,-10.981645,30.904167
TYPE_RECORD,200514016,11,-117,3,0.16149807,0.037206154,0.5033924
TYPE_RECORD,200514016,4,3,3,-0.38362336,0.29138273,0.74067414
TYPE_RECORD,200514056,4,3,3,-0.37293324,0.36163223,0.86284715
TYPE_RECORD,200514056,9,3,3,0.9635789,3.0690932,9.264048
TYPE_RECORD,200514056,11,-12,3,0.16190879,0.038086694,0.50295246
TYPE_RECORD,200514056,10,3,3,-2.63952,1.278777,-0.36719432
TYPE_RECORD,200514056,4,3,3,-0.37843102,0.3903429,0.960891
TYPE_RECORD,200514057,4,3,3,-0.31398472,0.38973203,0.8857546
TYPE_RECORD,200514057,10,3,3,-2.5999238,1.2282643,-0.3543465
TYPE_RECORD,200514057,9,3,3,0.91521364,3.1308827,9.248262
TYPE_RECORD,200514057,9,3,3,0.9071217,3.1413102,9.245523
TYPE_RECORD,200514057,4,3,3,-0.65209866,0.04734206,0.8002335
TYPE_RECORD,200514057,10,3,3,-2.5795617,1.19755,-0.34594578
TYPE_RECORD,200514057,4,3,3,-0.7675522,0.02321288,0.77824235
TYPE_RECORD,200514057,9,3,3,0.95133877,3.0850408,9.260015
TYPE_RECORD,200514057,10,3,3,-2.6272798,1.2628294,-0.36316112
TYPE_RECORD,200514057,11,-13,3,0.16258925,0.040149875,0.5025467
TYPE_RECORD,200514057,6,0,3,1014.5231,-10.593877,30.89375
TYPE_RECORD,200514057,11,-125,3,0.16407117,0.04276725,0.5018857
TYPE_RECORD,200514057,11,-54,3,0.16373676,0.04242419,0.5021973
TYPE_RECORD,200514057,9,3,3,0.9036207,3.1503203,9.2428
TYPE_RECORD,200514057,10,3,3,-2.5830631,1.2065601,-0.34866965
TYPE_RECORD,200514057,4,3,3,-0.52870387,0.12095132,0.84879726
TYPE_RECORD,200514057,11,63,3,0.1634646,0.041823585,0.5024276
TYPE_RECORD,200514057,10,3,3,-2.5911548,1.2169875,-0.35140872
TYPE_RECORD,200514057,4,3,3,-0.3717115,0.24098633,0.88300574
TYPE_RECORD,200514057,11,-26,3,0.1631806,0.041135926,0.5024825
TYPE_RECORD,200514057,9,3,3,0.9239828,3.119606,9.2512
TYPE_RECORD,200514057,4,3,3,-0.39767328,0.44990227,0.9279043
TYPE_RECORD,200514057,10,3,3,-2.6106055,1.2473762,-0.35969782
TYPE_RECORD,200514057,9,3,3,0.9346642,3.1004941,9.256552
TYPE_RECORD,200514057,11,42,3,0.16231962,0.039025787,0.5027426
TYPE_RECORD,200514058,10,3,3,-2.5791562,1.1955253,-0.3452958
TYPE_RECORD,200514058,11,126,3,0.16417027,0.042774845,0.50154364
TYPE_RECORD,200514058,9,3,3,0.90321493,3.152345,9.242149
TYPE_RECORD,200514061,4,3,3,-0.8249735,-6.1086525E-4,0.732122
TYPE_RECORD,200514061,11,-105,3,0.16421379,0.042582545,0.50102663
TYPE_RECORD,200514061,10,3,3,-2.5808625,1.196137,-0.3453367
TYPE_RECORD,200514061,9,3,3,0.9049214,3.1517334,9.24219
TYPE_RECORD,200514065,4,3,3,-0.9443977,0.18173242,0.6844745
TYPE_RECORD,200514066,9,3,3,0.897707,3.1432633,9.245776
TYPE_RECORD,200514066,11,-71,3,0.16365713,0.04257793,0.50055903
TYPE_RECORD,200514066,10,3,3,-2.5736482,1.204607,-0.34892276
TYPE_RECORD,200514072,4,3,3,-1.1362094,0.48624873,0.623388
TYPE_RECORD,200514072,9,3,3,0.88485336,3.1293683,9.251728
TYPE_RECORD,200514073,11,7,3,0.1627056,0.04266184,0.50002563
TYPE_RECORD,200514073,10,3,3,-2.5607946,1.2185019,-0.35487494
TYPE_RECORD,200514076,4,3,3,-1.368949,0.56199604,0.56505036
TYPE_RECORD,200514076,9,3,3,0.8736096,3.1086893,9.259764
TYPE_RECORD,200514076,11,-43,3,0.16149127,0.042473104,0.49940264
TYPE_RECORD,200514076,10,3,3,-2.5495508,1.2391809,-0.36291036
TYPE_RECORD,200514080,4,3,3,-1.4581354,0.6200282,0.5500842
TYPE_RECORD,200514080,9,3,3,0.84953344,3.086523,9.269416
TYPE_RECORD,200514081,11,8,3,0.15986477,0.042832512,0.49887657
TYPE_RECORD,200514081,10,3,3,-2.5254748,1.261347,-0.372562
TYPE_RECORD,200514085,4,3,3,-1.4471397,0.68508536,0.56321776
TYPE_RECORD,200514085,9,3,3,0.8219853,3.0593054,9.280916
TYPE_RECORD,200514086,10,3,3,-2.4979265,1.2885648,-0.38406244
TYPE_RECORD,200514086,11,-24,3,0.15791745,0.04321024,0.4983479
TYPE_RECORD,200514090,1,3,3,-1.0534488,2.8921957,8.130709
TYPE_RECORD,200514090,2,3,3,11.46,-4.3199997,-39.239998
TYPE_RECORD,200514091,4,3,3,-1.4193454,0.6957755,0.5467244
TYPE_RECORD,200514092,9,3,3,0.7944991,3.02995,9.2929325
TYPE_RECORD,200514092,11,118,3,0.15588012,0.043517627,0.49774814
TYPE_RECORD,200514092,10,3,3,-1.8479478,-0.13775428,-1.1622236
TYPE_RECORD,200514095,6,0,3,1014.5352,-10.694336,30.91875
TYPE_RECORD,200514095,4,3,3,-1.3637567,0.62949663,0.4990769
TYPE_RECORD,200514096,9,3,3,0.7683021,3.003435,9.303735
TYPE_RECORD,200514096,11,-42,3,0.15401082,0.04384318,0.49711525
TYPE_RECORD,200514096,10,3,3,-1.8217509,-0.111239195,-1.1730256
TYPE_RECORD,200514100,4,3,3,-1.2641857,0.59437186,0.46761733
TYPE_RECORD,200514101,9,3,3,0.74953246,2.9635582,9.318043
TYPE_RECORD,200514101,11,-121,3,0.15166996,0.043683995,0.49762115
TYPE_RECORD,200514101,10,3,3,-1.8029811,-0.071362525,-1.1873335
TYPE_RECORD,200514105,1,3,3,-1.0821792,2.834735,7.383718
TYPE_RECORD,200514105,2,3,3,10.139999,-7.44,-39.18
TYPE_RECORD,200514106,4,3,3,-1.1496484,0.52931476,0.46120325
TYPE_RECORD,200514106,9,3,3,0.7355162,2.9282875,9.330302
TYPE_RECORD,200514106,11,-58,3,0.14967145,0.04342179,0.49803334
TYPE_RECORD,200514106,10,3,3,-1.8176954,-0.09355273,-1.9465842
TYPE_RECORD,200514111,4,3,3,-1.0940597,0.4896085,0.44684792
TYPE_RECORD,200514111,9,3,3,0.7219283,2.896134,9.341393
TYPE_RECORD,200514111,11,63,3,0.14783283,0.043208636,0.49835345
TYPE_RECORD,200514111,10,3,3,-1.8041075,-0.061399058,-1.9576755
TYPE_RECORD,200514115,1,3,3,-1.0726024,2.882619,6.9240313
